idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,KENb1,KENb2,b5,b6,b6a,b6b,b7,b7a,b8,b8x,KENb3,KENb4,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d5a,d8,d10,d11,d12a,d12b,d13,d14,d15a,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,KENh1a,KENh1b,KENh1c,KENh2a,KENh2b,KENh2c,KENh2d,KENh3,KENh4a,KENh4b,KENh4c,KENh4d,KENh5,KENh6,KENh7,KENh8,KENh9a,KENh9b,KENh9c,f1,f2,KENf1a,KENf1b,KENf1c,KENf1d,KENf1e,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,KENk1,KENk2,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,KENk3,KENk4,KENk5,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs12,MMs11,h7a,j2,j3,j4,j5,KENj1,KENj2,j6a,j6,j7a,j7b,KENj3,KENj4,KENj5,KENj6,KENj7,KENj8,j10,j11,j12,j13,j14,j15,KENj9,KENj10,KENj11a,KENj11b,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l30a,l30b,m1a,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
629382,2944,Tourism,Small,Kisumu,Hotel and restaurants: section H,Other services,Kisumu,Small,14,8,2018,12,16,Kenya,Nk0063,English,Establishment,No,,,,,,2017,12,31,Sole proprietorship,,100,100,0,0,0,No,,100,0,1998,4,No,2003,20,No,No,,No,No,No,,,No,,,,,,No,,No,,,,,,No,No obstacle,Hotel or restaurant,Hotel,100,3724400.0,"Three Million, Seven Hundred And Twenty Four Thousand And Four Hundred Kenya ",2000000.0,100,0,0,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,Non-managers are normally not promoted,Within 6 months of identifying non-manager under-performance,,,,Yes,Moderate obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interactions with customers,No obstacle,Minor obstacle,No obstacle,,,,,,,,100,100,No,,,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No effect,,No obstacle,No,,,,,,,,,,,Customers don't use mobile money,Does not apply,No time was spent,Yes,1.0,No,No,,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,3.0,No,No,,Remain the same,Increase,No obstacle,Very severe obstacle,No obstacle,Major obstacle,No obstacle,No obstacle,15,10,,,,,,,,11.0,No full-time seasonal or temporary workers,,,100.0,,No,,,,,Minor obstacle,No obstacle,Political instability,604800.0,,15600.0,,,,,14,8,2018,13,1,1,,20,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,Several visits,1.0,20.0,Nb1075,No,Yes,City with population over 1 million,5510,Kisumu,Small (5-19),Tourism,Fresh,31.215008,35.05901,56.68072,178
629383,2948,Tourism,Medium,Kisumu,Hotel and restaurants: section H,Other services,Kisumu,Medium,3,12,2018,11,47,Kenya,Nk0063,English,Establishment,No,,,,,,2017,12,31,Shareholding company with non-traded shares or shares traded privately,,25,100,0,0,0,Yes,10.0,70,0,2014,Don't know (spontaneous),Yes,2014,Less than one year,No,No,,No,No,No,,,Yes,4.0,2.0,5.0,None,,Yes,1.0,No,,,,,,No,No obstacle,Hotel or restaurant,Hotel,100,50000000.0,Fifty Million Kenya ,70000000.0,100,0,0,,,,No losses,No losses,70,30,No,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,,,,Don't know (spontaneous),No obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Internet,No obstacle,No obstacle,No obstacle,,,,,,,,100,100,No,,,,,,No obstacle,Yes,16.0,,No,,,No obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No effect,,No obstacle,Yes,Satisfy customers' request,No,,No,,No,,Yes,30.0,No,,Strongly disagree,No time was spent,No,,,Yes,2.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,2.0,No,No,,Increase,Increase,Moderate obstacle,No obstacle,Major obstacle,Very severe obstacle,No obstacle,No obstacle,50,40,,,,,,,,20.0,No full-time seasonal or temporary workers,,,100.0,,Yes,,,,,No obstacle,No obstacle,Political instability,7500000.0,,1000000.0,,,,,3,12,2018,12,43,4,,1,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,5510,Kisumu,Medium (20-99),Tourism,Fresh,2.0171773,2.5170171,1.9251993,187
629384,2950,Other Services,Medium,Kisumu,Construction Section F: ,Other services,Kisumu,Small,16,8,2018,12,27,Kenya,Nb1075,English,Establishment,Yes,3.0,Yes,No,,,2018,6,30,Shareholding company with non-traded shares or shares traded privately,,45,100,0,0,0,No,,45,0,2007,3,Yes,2007,11,No,Yes,National Construction Authority,Yes,Yes,No,,,Yes,12.0,12.0,0.0,40.0,,No,,Yes,30.0,No,,,,No,Major obstacle,Construction of,Roads And Classrooms And Desiltation Of Water Pans,70,27000000.0,Twenty Seven Million,20000000.0,100,0,0,,,,No losses,No losses,100,0,,,,Moderate obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,DONâT KNOW (SPONTANEOUS),Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with normal amount of effort,All managers and most production workers,Yes,Their team or shift performance as measured by targets,Non-managers are normally not promoted,After 6 months of identifying non-manager under-performance,,,,Don't know (spontaneous),No obstacle,No,,,,Yes,"We Have Made Agreements With Suppliers So We Can Be Supplied Materials For A Project And Pay At A Later Date, This Improves Our Efficiency",Completely New,No,,No,No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interactions with customers,Moderate obstacle,Major obstacle,Minor obstacle,,,,,,,,0,0,Yes,30.0,Yes,,,,Major obstacle,Yes,5.0,,Yes,10.0,,Moderate obstacle,45,0,25,20,10,0.0,0.0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,Yes,No,Negatively affected,Use of informal lenders,Minor obstacle,Yes,Reduce the risks in financial transactions,Yes,Don't know (spontaneous),Yes,50.0,Yes,70.0,Yes,20.0,No,,Strongly disagree,30,Yes,1.0,No,No,,Yes,10.0,5.0,,Yes,50.0,Yes,12.0,No,,No,,,Yes,Less than one day,No,No,,Increase,Increase,No obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Major obstacle,No obstacle,8,6,,,,,,,,2.0,Don't know (spontaneous),,,100.0,,No,,,,,No obstacle,No obstacle,Corruption,8100000.0,,54000.0,,,,,16,8,2018,13,51,2,,11,Male,Director,2.0,Male,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1.0,30.0,Nb1075,No,Yes,City with population over 1 million,4520,Kisumu,Medium (20-99),Other Services,Fresh,1.5403557,2.0729845,2.6188912,188
629385,2951,Other Manufacturing,Small,Kisumu,Machinery and equipment (29-30),Manufacturing,Kisumu,Small,7,9,2018,15,32,Kenya,Nb1167,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,60,40,60,0,0,No,,100,40,1962,Don't know (spontaneous),Yes,Don't know (spontaneous),65,No,No,,No,No,No,,,Yes,2.0,1.0,0.0,3.0,,No,,No,,,Does not apply,,,No,Very severe obstacle,Manufacturing of ,Agricultural Machines,75,Don't know (spontaneous),,Don't know (spontaneous),95,0,5,7.0,No,Don't know (spontaneous),No losses,No losses,90,10,Yes,3.0,No,Moderate obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Does not apply (spontaneous),Rarely or never,National â main product sold mostly across the country where establishment is located,Too many to count,No,Yes,Major obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interactions with customers,Very severe obstacle,Major obstacle,Major obstacle,Don't know (spontaneous),45.0,No,No,No,Yes,Yes,100,100,No,,,,,,No obstacle,No,,,Don't know (spontaneous),,,Minor obstacle,0,70,0,30,0,,,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Other,,Yes,No,Don't know (spontaneous),,Minor obstacle,No,,,,,,,,,,,Establishmment's payment are too large to use mobile money,Tend to agree,5,Yes,1.0,No,Yes,3.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,2.0,No,No,,Increase,Increase,Major obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,No obstacle,Major obstacle,16,Don't know (spontaneous),13.0,3.0,0.0,13.0,0.0,0.0,0.0,,8,0.0,12.0,Don't know (spontaneous),,No,,,,,Major obstacle,Major obstacle,Inadequately educated workforce,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),7,9,2018,16,32,2,,32,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,2921,Kisumu,Small (5-19),Other Manufacturing,Fresh,1.1761032,1.8029838,3.0166922,174
629386,2954,Food,Small,Kisumu,Food,Manufacturing,Kisumu,Medium,30,7,2018,15,9,Kenya,Nb1113,English,Establishment,No,,,,,,2018,3,31,Limited partnership,,43,100,0,0,0,No,,1,Don't know (spontaneous),2016,15,Yes,2010,3,No,Still in process,Iso,No,No,Yes,Don't know (spontaneous),No,No,,,,,,No,,Don't know (spontaneous),,,Don't know (spontaneous),,,No,Minor obstacle,Manufacturing of ,Extra Neutral Spirit,85,400000000.0,Four Hundred Million,Not in business three years ago,90,0,10,Does not apply,,2016.0,No losses,No internal shipments made (does not apply),100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,3.0,No,No,Moderate obstacle,No,,,,No,,,No,,,,,No,No,Yes,No,Did not have a product to patent,No,No,No,No,Yes,No,,Business associations,Moderate obstacle,Major obstacle,No obstacle,50.0,96.0,Yes,No,No,No,Yes,100,100,No,,,,,,No obstacle,Yes,1.0,,Yes,,22000.0,Major obstacle,0,100,0,0,0,,,No,,,,,,,,,,,,,,,Yes,Don't know (spontaneous),0.0,Yes,Yes,Yes,Private commercial banks,Don't know (spontaneous),1000000000.0,Yes,Yes,Yes,Yes,No,No,Don't know (spontaneous),1.0,Don't know (spontaneous),No,No,Other,,Yes,Don't know (spontaneous),Positively affected,,No obstacle,No,,,,,,,,,,,Don't know (spontaneous),Tend to agree,No time was spent,Yes,Don't know (spontaneous),No,Yes,5.0,No,,No payments or gifts are paid,,No,,No,,No,,Yes,Still in process,No,Yes,3.0,No,No,,Don't know (spontaneous),Remain the same,No obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,No obstacle,30,Establishment was not in business,28.0,2.0,0.0,28.0,0.0,0.0,2.0,,15,1.0,2.0,100.0,,Yes,100.0,,100.0,,No obstacle,Major obstacle,Customs and trade regulations,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),108000000.0,16000000.0,30,7,2018,16,47,3,,2,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,1551,Kisumu,Small (5-19),Food,Fresh,3.1354916,3.7350464,6.0562983,172
629387,2956,Retail,Small,Kisumu,Retail,Retail services,Kisumu,Small,1,11,2018,12,4,Kenya,Nk0063,English,Establishment,No,,,,,,2017,12,31,Sole proprietorship,,100,100,0,0,0,No,,100,100,1998,5,Yes,1998,8,Yes,No,,No,No,No,,,Yes,2.0,6.0,30.0,3.0,,No,,No,,,,,,Yes,No obstacle,Retail trade of ,"Aluminium Hardware Products Such As Windows, Office Partitioning Etc.",80,30000000.0,Thirty Million Kenya ,40000000.0,100,0,0,,,,No losses,No losses,70,30,No,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,Yes,Their own performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interactions with customers,No obstacle,Minor obstacle,Minor obstacle,,,,,,,,0,Does not apply is a floor in a building (spontaneous),No,,,Don't know (spontaneous),,,No obstacle,Yes,1.0,,No,,,No obstacle,90,10,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No effect,,No obstacle,Yes,Reduce the risks in financial transactions,No,,No,,No,,No,,,,Tend to agree,No time was spent,No,,,Yes,2.0,No,,No payments or gifts are paid,,No,,Yes,6.0,No,,No,,,No,,,No,,Increase,Increase,Very severe obstacle,Minor obstacle,No obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,12,10,,,,,,,,3.0,6,3.0,12.0,100.0,,No,,,,,No obstacle,No obstacle,Political instability,3000000.0,,25000.0,15000000.0,,,,1,11,2018,13,0,4,,8,Female,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,5234,Kisumu,Small (5-19),Retail,Fresh,4.0020657,5.052019,17.950294,176
629388,2957,Tourism,Medium,Kisumu,Hotel and restaurants: section H,Other services,Kisumu,Small,22,10,2018,16,46,Kenya,Nb1075,English,Establishment,No,,,,,,2018,5,27,Sole proprietorship,,100,100,0,0,0,Yes,100.0,100,0,1993,6,No,Don't know (spontaneous),7,No,No,,No,No,No,,,Yes,3.0,0.0,30.0,10.0,,No,,No,,,,,,No,Minor obstacle,Hotel or restaurant,Sale Of Fish Dishes And Beverages,100,3000000.0,Three Million,5500000.0,100,0,0,,,,No losses,No losses,100,0,,,,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,,,,Yes,Major obstacle,No,,,,No,,,No,,,,,No,No,No,No,Process is expensive,No,Don't know (spontaneous),No,No,No,No,,Internet,Major obstacle,Moderate obstacle,Minor obstacle,,,,,,,,100,100,No,,,,,,Major obstacle,Yes,11.0,,No,,,Very severe obstacle,50,50,0,0,0,,,No,,,,,,,,,,,,,,,,,,No,No,Don't know (spontaneous),,,,,,,,,,,,,Yes,Don't know (spontaneous),,,Yes,No,Negatively affected,Use of retained earnings or internal finance,Major obstacle,Yes,Satisfy customers' request,No,,Yes,80.0,Yes,80.0,Yes,50.0,No,,Tend to disagree,15,Yes,2.0,No,Yes,10.0,No,,5.0,,No,,No,,No,,No,,,Yes,7.0,No,Yes,Below my expectation,Remain the same,Remain the same,Very severe obstacle,Very severe obstacle,Major obstacle,Very severe obstacle,Very severe obstacle,Major obstacle,21,25,,,,,,,,4.0,7,2.0,2.0,100.0,,No,,,,,Moderate obstacle,Major obstacle,Practices of competitors in the informal sector,72000.0,,48000.0,,,,,22,10,2018,17,26,8,,5,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,5520,Kisumu,Medium (20-99),Tourism,Fresh,2.0171773,2.5170171,1.9251993,187
629389,2958,Other Manufacturing,Large,Kisumu,Paper,Manufacturing,Kisumu,Large,16,6,2018,11,18,Kenya,Nk0063,English,Establishment,No,,,,,,2018,6,16,Sole proprietorship,,100,100,0,0,0,No,,100,100,1978,110,Yes,1978,12,No,No,,No,No,No,,,Yes,16.0,6.0,0.0,5.0,,Yes,5.0,No,,,No,,,Yes,Moderate obstacle,Manufacturing of ,Paper Products,80,200000000.0,Two Hundred Million,180000000.0,100,0,0,,,,1,No losses,50,50,Yes,90.0,No,Minor obstacle,Major obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,"Based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Within 6 months of identifying non-manager under-performance,Local â main product sold mostly in same municipality where establishment is located,Too many to count,No,No,No obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not know the process to apply,No,Yes,No,No,Yes,No,,Internet,Moderate obstacle,Moderate obstacle,No obstacle,75.0,44.0,No,No,No,No,No,100,100,Yes,Application denied,No,,,,No obstacle,Yes,15.0,,No,,,No obstacle,30,70,0,0,0,,,No,,,,,,,,,,,,,,,No,,,No,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,Positively affected,,No obstacle,Yes,Reduce the risks in financial transactions,No,,Yes,4.0,No,,Yes,3.0,No,,Tend to agree,2,Yes,1.0,No,No,,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,No,,Increase,Increase,Moderate obstacle,Major obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,101,101,76.0,25.0,30.0,30.0,16.0,20.0,10.0,,9,2.0,6.0,100.0,,Yes,100.0,,100.0,,No obstacle,Minor obstacle,Political instability,25000000.0,150000000.0,78000.0,,150000000.0,100000000.0,0.0,16,6,2018,12,18,6,,12,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,2101,Kisumu,Large (100+),Other Manufacturing,Fresh,1.0,1.6515388,1.2655243,192
629390,2960,Tourism,Medium,Kisumu,Hotel and restaurants: section H,Other services,Kisumu,Medium,15,6,2018,11,40,Kenya,Nb1167,English,Establishment,Yes,2.0,Yes,Yes,Yes,,2017,6,30,Sole proprietorship,,100,100,0,0,0,Yes,100.0,100,0,2009,40,Yes,2009,8,No,No,,No,No,No,,,Yes,0.0,,,7.0,,Yes,5.0,No,,,,,,Yes,No obstacle,Hotel or restaurant,Accomodation,70,192000000.0,One Hundred And Ninety Two Million,80000000.0,100,0,0,,,,No internal shipments made (does not apply),,100,0,,,,Minor obstacle,Major obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,All managers and most production workers,Yes,Their establishmentâs performance as measured by targets,Based solely on performance and ability,Within 6 months of identifying non-manager under-performance,,,,No,Moderate obstacle,Yes,No,Introduced A Marketing Department,Competitors Also Have The Same Product Introduced,Yes,Control Measures On Procurement,The New Systems Help In Avoiding Fraud And In Satisfying The Needs Of Customers By Producing Quality Services,No,,Yes,Yes,No,No,No,No,No,Process is cumbersome,No,No,No,No,Yes,No,,Business associations,Moderate obstacle,Major obstacle,Moderate obstacle,,,,,,,,100,100,No,,,,,,Moderate obstacle,Yes,4.0,,No,,,Minor obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,State-owned banks or government agency,2014.0,Refusal (spontaneous),Yes,Yes,Yes,Yes,No,No,Don't know (spontaneous),Don't know (spontaneous),,No,No,Collateral requirements were too high,,Yes,Yes,No effect,,Moderate obstacle,Yes,Reduce the risks in financial transactions,No,,No,,No,,Yes,30.0,No,,Tend to agree,20,Yes,3.0,No,Yes,5.0,No,,10.0,,Yes,40.0,No,,No,,No,,,Yes,30.0,No,No,,Increase,Increase,Major obstacle,Major obstacle,Major obstacle,Major obstacle,Major obstacle,Moderate obstacle,68,52,,,,,,,,30.0,8,4.0,3.0,80.0,,Yes,,,,,Moderate obstacle,Moderate obstacle,Political instability,46800000.0,,1800000.0,,,,,15,6,2018,12,51,2,,6,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,5510,Kisumu,Medium (20-99),Tourism,Fresh,2.0171773,2.5170171,1.9251993,187
629391,2962,Tourism,Medium,Kisumu,Hotel and restaurants: section H,Other services,Kisumu,Medium,21,11,2018,13,14,Kenya,Nk0063,English,Establishment,No,,,,,,2017,12,31,Sole proprietorship,,100,100,0,0,0,No,,100,0,2005,10,Yes,2005,2,No,No,,No,No,No,,,Yes,3.0,0.0,Less than one minute,1.0,,Yes,5.0,No,,,,,,Yes,No obstacle,Hotel or restaurant,Hotel,100,14000000.0,Fourteen Million Kenya ,20000000.0,100,0,0,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,,,,No,No obstacle,Yes,Yes,We Have New Improved Unique Painting Of Walls Design,It Helps To Attract Tourists,No,,,No,,Yes,No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Internet,No obstacle,No obstacle,No obstacle,,,,,,,,100,100,No,,,,,,No obstacle,Yes,5.0,,No,,,No obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,Yes,Reduce costs of financial transactions,No,,Yes,20.0,Yes,5.0,Yes,60.0,No,,Tend to disagree,No time was spent,Yes,1.0,No,Yes,6.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,No,,Increase,Increase,Don't know (spontaneous),No obstacle,No obstacle,Don't know (spontaneous),No obstacle,No obstacle,20,10,,,,,,,,7.0,8,3.0,6.0,100.0,,Yes,,,,,No obstacle,Moderate obstacle,Political instability,4000000.0,,2000000.0,,,,,21,11,2018,14,6,4,,2,Male,Manager,1.0,Male,,,,Somewhat truthful,Are estimates computed with some precision,Several visits,1.0,30.0,Nb1075,No,Yes,City with population over 1 million,5510,Kisumu,Medium (20-99),Tourism,Fresh,2.0171773,2.5170171,1.9251993,187
629392,2979,Other Manufacturing,Small,Kisumu,Furniture,Manufacturing,Kisumu,Small,4,9,2018,10,12,Kenya,Nb1113,English,Establishment,Yes,2.0,Yes,Yes,Yes,,2018,6,23,Sole proprietorship,,100,100,0,0,0,No,,100,Don't know (spontaneous),1982,3,Yes,1982,20,No,No,,No,No,No,,,No,,,,,,No,,No,,,No,,,No,Minor obstacle,Manufacturing of ,Coffins,80,Don't know (spontaneous),,Don't know (spontaneous),100,0,0,,,,50,No losses,100,0,,,,Minor obstacle,Moderate obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,Yes,Their own performance as measured by targets,Based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,5.0,No,Yes,Minor obstacle,No,,,,Yes,Bought New Machines And Employed More Salesmen,They Help Us To Introduce New Designs In The Market,No,,No,No,No,No,No,No,No,Not aware of the importance of patenting a new product or process,No,No,No,No,Yes,Yes,Useful,Internet,Minor obstacle,Major obstacle,Minor obstacle,60.0,72.0,Yes,No,No,Yes,Yes,0,0,No,,,,,,Minor obstacle,No,,,No,,,Minor obstacle,80,0,0,20,0,,,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No effect,,Moderate obstacle,Yes,Reduce costs of financial transactions,Yes,90.0,Yes,40.0,Yes,30.0,Yes,50.0,No,,Tend to agree,20,Yes,1.0,No,No,,No,,10.0,,No,,No,,No,,No,,,Yes,7.0,Yes,No,,Remain the same,Remain the same,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,Minor obstacle,8,8,6.0,2.0,4.0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,8,Don't know (spontaneous),3.0,70.0,,No,,,,,Moderate obstacle,Minor obstacle,Customs and trade regulations,55000.0,120000.0,24000.0,,120000.0,70000.0,4000000.0,4,9,2018,11,7,1,,22,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,3610,Kisumu,Small (5-19),Other Manufacturing,Fresh,1.1761032,1.8029838,3.0166922,174
