idstd,id,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,ngb1,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,ngb7,ngb8,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,ngd1a4,d3a,d3b,d3c,d4,d6,d7,d8,ngd9,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,nge2,nge4,nge5,nge6,nge7,nge8,nge9,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,ngf1,ngf1a,ngf1b,f2,ngf2,ngf3,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k3hdx,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k5hdJx,k6,k7,ngk_7a,k8,k9,k9a,k9ax,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,ngk_21a,ngK_21b,ngk_21bx,k30,h7a,j2,j3,j4,j5,ngj5,j6a,j6,j7a,j7b,ngj8,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,ngl_4a,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,ngl13,ngl14,ngl15a,ngl15b,ngl15c,ngl15d,ngl15e,ngl16,ngl17,ngl18,ngl19,ngl19x,ngl20,ngl21,ngl22,ngl22x,ngl23,ngl24,ngl25,ngl25b,ngl26,ngl27,ngl28,ngl29a,ngl29b,ngl30,ngl31,ngl32,ngl33,ngl33x,ngl34,ngl34x,ngl35,ngl36a,ngl36,ngl37,ngl38,l30a,nl30a,nl30b,l30b,m1a,m1d,ngn8a,ngn8b,ngn8c,ngn8d,ngn8e,ngn8f,ngn8g,ngm2,nn2g,nn2h,nn2,n6a,n6b,n7a,n7b,a15a2a,a15a3,a15a2b,a15b3,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,wstrict,wmedian,wweak,d2,d2x,n3,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,a4a,panel,strata
586999,15401,1,1,1,4,4,1,1,2,18,1,1,1,1,-7.0,-7,-7,-7,-7,3,7.0,31.0,7,2014,13.0,11.0,3,3,,,100,0,0,0,2.0,,2000.0,2.0,1.0,2000.0,14.0,2.0,2.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,20.0,3.0,,1.0,100.0,2.0,,,-7.0,,,2.0,2.0,2.0,0.0,manufacturing of garment,1810,100.0,2.0,100.0,0.0,0.0,,,,-9.0,,-7.0,,100.0,0.0,,,7.0,,0.0,0.0,1.0,-4.0,3.0,2.0,5.0,5.0,14.0,CALABAR,5.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,,,100.0,66.0,,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,4.0,2.0,,,2.0,,,0.0,10.0,5.0,70.0,0.0,0.0,20.0,10.0,Cooperative,1.0,50000.0,70000.0,70.0,0.0,0.0,0.0,10.0,20.0,Cooperative,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,0.0,1.0,0.0,1.0,5.0,1.0,,2.0,,30.0,,10.0,2.0,,,1.0,7.0,2.0,4.0,4.0,1.0,0.0,4.0,2.0,5.0,5.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,,0.0,,,12.0,-7.0,80.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,5.0,2.0,-9.0,,,,,,2.0,,2.0,-7.0,0.0,,,0.0,14.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,-9.0,-9.0,1500000.0,900000.0,14.0,1.0,,,,,31.0,7,2014,14.0,30.0,1.0,4.0,1,,,1.5933163,1.5872709,2.2864988,500000.0,five hundred thousand,1500000.0,12000.0,20000.0,30000.0,120000.0,30000.0,70000.0,,0.0,4,0.0,91.0
587000,15459,1,1,1,1,1,1,1,2,19,1,1,1,2,,-7,-7,-7,-7,2,5.0,12.0,1,2015,12.0,48.0,-9,3,,,100,0,0,0,2.0,,2003.0,-9.0,2.0,-7.0,-9.0,2.0,4.0,1.0,2.0,,2.0,,,1.0,20.0,8.0,8.0,0.0,,1.0,80.0,2.0,,,-7.0,,,2.0,2.0,2.0,-7.0,Leather shoe and bag manufacturing,1912,100.0,-9.0,100.0,0.0,0.0,,,,,,-7.0,,100.0,0.0,,,8.0,,0.0,-7.0,1.0,-9.0,3.0,2.0,4.0,3.0,-9.0,Umuahia,5.0,2.0,-9.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,100.0,,,100.0,60.0,,1.0,0.0,100.0,0.0,-7.0,-7.0,-7.0,2.0,,,,,,-7.0,-9.0,,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,7.0,,2.0,2.0,,,1.0,-7.0,-9.0,2.0,,,-9.0,2.0,,-9.0,,-9.0,2.0,,,2.0,,,-9.0,-9.0,1.0,-7.0,-9.0,-7.0,6.0,4.0,5.0,1.0,5.0,0.0,6.0,0.0,0.0,,0.0,,,6.0,-7.0,30.0,2.0,,,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,1.0,1.0,,-9.0,2.0,,,,-7.0,-7.0,2.0,2.0,-9.0,1.0,,,,,,,2.0,,-7.0,-7.0,0.0,,,-7.0,-7.0,1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,,,,,,-9.0,-9.0,11.0,1.0,,,,,,12,2014,0.0,0.0,13640400000.0,50807.049,1,,,3.4795234,3.4663215,5.2904134,1700000.0,One million seven hundred thousand,1400000.0,350000.0,1000000.0,35000.0,8400.0,0.0,30000.0,,-9.0,7,0.0,7.0
587001,15468,1,1,1,9,9,1,1,3,15,3,2,2,2,,4,1,1,-7,5,1.0,1.0,8,2014,14.0,33.0,3,-9,,-9.0,100,0,0,0,-9.0,,-9.0,-9.0,-9.0,-9.0,-9.0,2.0,-9.0,-9.0,-9.0,,1.0,1.0,2.0,1.0,-9.0,,,3.0,,1.0,65.0,2.0,,,2.0,,,1.0,1.0,2.0,1.0,food and snacks production,1549,100.0,-9.0,-9.0,-9.0,-9.0,-7.0,-7.0,-7.0,-9.0,2.0,0.0,0.0,-9.0,-9.0,-9.0,,-9.0,,1.0,0.0,1.0,-4.0,2.0,2.0,5.0,-9.0,-9.0,oyo,5.0,-9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.0,2.0,-9.0,,,-9.0,91.0,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,,,,,0.0,1.0,-9.0,,2.0,,,1.0,-9.0,-9.0,0.0,0.0,0.0,0.0,100.0,From friends and relatives,-9.0,,,0.0,0.0,0.0,0.0,0.0,,RELATIVES,-9.0,-9.0,,-9.0,,,,,,,,,,,,,,,-9.0,-9.0,,,-9.0,-9.0,,,0.0,-7.0,-9.0,2.0,,,2.0,-9.0,,-8.0,,-9.0,-9.0,,,-9.0,,,1.0,1.0,1.0,1.0,1.0,0.0,34.0,-9.0,22.0,12.0,-9.0,-9.0,5.0,14.0,5.0,,-9.0,,,-9.0,-9.0,-9.0,1.0,-9.0,-9.0,-9.0,-9.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,-9.0,-9.0,,,,,,,2.0,,3.0,-9.0,0.0,,,3.0,8.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,-9.0,-9.0,3.0,1.0,,,,,1.0,8,2014,15.0,21.0,1.0,4.0,1,,,2.9600494,2.9444788,3.1971622,-9.0,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,-9.0,3,0.0,292.0
587002,15512,1,1,1,8,8,1,1,3,22,1,1,1,2,,-7,-7,-7,-7,8,12.0,29.0,7,2014,10.0,30.0,-9,3,,,100,0,0,0,2.0,,2003.0,2.0,2.0,2006.0,12.0,2.0,7.0,1.0,2.0,,2.0,,,1.0,5.0,4.0,35.0,3.0,,2.0,,2.0,,,2.0,,,2.0,2.0,1.0,1.0,Publishing(printing press,2211,75.0,1.0,100.0,0.0,0.0,,,,,,-7.0,,100.0,0.0,,,-9.0,,0.0,0.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,Lagos,5.0,2.0,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,55.0,,,80.0,65.0,,1.0,50.0,40.0,10.0,60.0,20.0,20.0,2.0,,,,,,1.0,2.0,,,2.0,,,1.0,0.0,0.0,60.0,0.0,40.0,0.0,0.0,None,-9.0,,,0.0,0.0,0.0,0.0,0.0,,Savings,1.0,,,1.0,1.0,4.0,,2013.0,-8.0,1.0,2.0,1.0,1.0,2.0,1.0,60.0,20.0,10.0,1.0,1.0,,-9.0,2.0,2.0,,,0.0,1.0,0.0,2.0,,,2.0,2.0,,-8.0,,-9.0,2.0,,,2.0,,,1.0,0.0,0.0,0.0,2.0,1.0,9.0,3.0,5.0,4.0,1.0,-9.0,4.0,1.0,0.0,-9.0,3.0,1.0,-9.0,6.0,5.0,5.0,2.0,,,-9.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,5.0,4.0,,,,,,,-9.0,,-7.0,-7.0,1.0,,,0.0,8.0,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,,,,,,150000.0,-9.0,12.0,1.0,,,,,29.0,7,2014,13.0,43.0,1.0,1.0,2,2.0,5.0,9.386482,9.350867,16.128313,3000000.0,Three million,5.0,200000.0,150000.0,70000.0,60800.0,350000.0,30000.0,,-9.0,6,0.0,235.0
587003,15585,1,1,1,8,8,1,1,2,22,1,3,3,2,,-7,-7,-7,-7,8,12.0,6.0,8,2014,9.0,30.0,3,3,,,0,100,0,0,2.0,,1994.0,12.0,1.0,1994.0,10.0,2.0,10.0,3.0,2.0,,2.0,,,2.0,,,,,,2.0,,2.0,,,2.0,,,1.0,1.0,0.0,0.0,Paper printing and press,2212,75.0,1.0,100.0,0.0,0.0,,,,,,-7.0,,100.0,0.0,,,3.0,,0.0,-7.0,1.0,-9.0,3.0,2.0,1.0,1.0,7.0,Does not apply,5.0,1.0,-9.0,-7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,45.0,,,45.0,55.0,,1.0,-9.0,-9.0,-9.0,100.0,-7.0,-7.0,-9.0,,,,,,0.0,1.0,,250000.0,2.0,,,0.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Relatives,1.0,,,2.0,,2.0,,,,,,,,,,,,,-9.0,-9.0,,,-9.0,-9.0,,,0.0,1.0,-9.0,-9.0,,,-8.0,-9.0,,-8.0,,-9.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,0.0,1.0,351.0,12.0,200.0,151.0,-9.0,-9.0,5.0,2.0,6.0,-9.0,0.0,,,5.0,-9.0,60.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,1.0,3.0,,-9.0,,,,,1.0,3.0,2.0,1.0,1.0,,,0.0,-7.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,-9.0,-9.0,10.0,1.0,,,,,6.0,8,2014,10.0,30.0,1.0,1.0,1,,,1.0,1.0,1.4668503,50000000.0,Fifty million,-9.0,10000.0,300000.0,-9.0,6800000.0,-9.0,-9.0,,-9.0,6,0.0,267.0
587004,15681,3,1,1,8,8,2,2,4,52,3,2,2,2,,-7,-7,-7,-7,10,12.0,6.0,2,2015,9.0,39.0,3,3,,,100,0,0,0,2.0,,2003.0,4.0,1.0,2003.0,11.0,2.0,3.0,1.0,2.0,,2.0,,,2.0,,,,,,1.0,100.0,2.0,,,,,,2.0,2.0,0.0,0.0,sales furnitures,5239,100.0,,100.0,0.0,0.0,,,,,,-7.0,,,,,,,,1.0,0.0,,,3.0,2.0,4.0,4.0,10.0,ogun,5.0,,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,100.0,100.0,,,74.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,0.0,2.0,,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,2.0,2.0,,,1.0,3.0,0.0,1.0,1.0,2.0,2.0,,0.0,0.0,,0.0,2.0,,,2.0,,,0.0,0.0,0.0,0.0,1.0,0.0,28.0,24.0,,,,,,,,0.0,0.0,,,,,60.0,2.0,,,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,1.0,2.0,100.0,,,,,100.0,2.0,,3.0,-7.0,1.0,,,0.0,1.0,3,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,11.0,1.0,,,,,6.0,2,2015,12.0,3.0,1.0,2.0,1,,,2.3225162,2.3102992,3.8033812,3000000.0,three million,2800000.0,1400000.0,,,0.0,,,,,3,0.0,248.0
587005,15682,1,1,1,8,8,2,2,3,17,1,2,2,2,,1,-7,-7,2,10,12.0,24.0,7,2014,12.0,2.0,3,3,,,100,0,0,0,1.0,100.0,2001.0,3.0,2.0,2006.0,13.0,1.0,4.0,1.0,2.0,,2.0,,,2.0,,,,,,2.0,,2.0,,,-7.0,,,2.0,2.0,0.0,0.0,weaving of textile(aso oke),1711,100.0,2.0,100.0,0.0,0.0,,,,,,0.0,0.0,100.0,0.0,,,5.0,,0.0,0.0,2.0,-4.0,4.0,2.0,3.0,3.0,13.0,Does not apply,5.0,2.0,2.0,0.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,100.0,,,100.0,60.0,,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,1.0,1.0,1.0,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Cooperative,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,6.0,,2.0,2.0,,,1.0,-9.0,0.0,2.0,,,2.0,2.0,,-8.0,,-9.0,2.0,,,2.0,,,1.0,1.0,0.0,0.0,1.0,0.0,5.0,21.0,4.0,1.0,0.0,4.0,4.0,13.0,1.0,,4.0,2.0,-9.0,6.0,6.0,70.0,2.0,,,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,1.0,1.0,,14.0,2.0,,,,4.0,-7.0,1.0,1.0,2.0,2.0,,,,,,,2.0,,2.0,2.0,0.0,,,0.0,1.0,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,,,50000.0,60000.0,13.0,2.0,,,,,24.0,7,2014,14.0,5.0,1.0,2.0,1,,,15.950243,15.866341,27.585157,400000.0,four hundred thousand,350000.0,100000.0,200000.0,25000.0,0.0,0.0,60000.0,,30000.0,7,0.0,252.0
587006,15703,2,1,1,8,8,2,2,4,50,2,1,1,2,,-7,-7,-7,-7,10,12.0,9.0,2,2015,9.0,22.0,3,3,,,100,0,0,0,2.0,,2005.0,2.0,1.0,2005.0,9.0,2.0,4.0,1.0,2.0,,2.0,,,2.0,,,,,,1.0,100.0,2.0,,,,,,2.0,2.0,3.0,1.0,sales of motor parts,5030,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,4.0,0.0,0.0,,,4.0,2.0,4.0,4.0,6.0,Does not apply,5.0,,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,100.0,100.0,,,-9.0,2.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,-9.0,,,0.0,2.0,,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,5.0,,2.0,2.0,,,2.0,4.0,0.0,2.0,,,2.0,,0.0,0.0,,-9.0,2.0,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,,,,,,,1.0,0.0,,,,,100.0,2.0,,,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,2.0,4.0,100.0,,,,,100.0,2.0,,-7.0,3.0,0.0,,,0.0,1.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,9.0,1.0,,,,,9.0,2,2015,12.0,47.0,1.0,2.0,1,,,40.147404,40.37781,69.70338,400000.0,Four hundred thousand,970000.0,500000.0,,,24000.0,,,400000.0,,10,0.0,239.0
587007,15741,2,1,1,8,8,2,1,2,52,1,2,2,1,-7.0,-7,-7,-7,-7,10,1.0,29.0,7,2014,10.0,52.0,3,3,,,100,0,0,0,1.0,100.0,1965.0,-9.0,-9.0,-9.0,8.0,2.0,9.0,2.0,2.0,,2.0,,,1.0,32.0,3.0,59.0,3.0,,1.0,30.0,2.0,,,,,,1.0,1.0,2.0,0.0,Sales home appliances,5233,81.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,6.0,1.0,3.0,,,3.0,2.0,5.0,1.0,10.0,Lagos,5.0,,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,70.0,85.0,,,69.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,300.0,3.0,,0.0,1.0,5.0,,2.0,,,1.0,80.0,30.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Relatives,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,1.0,2.0,,,2.0,-7.0,5.0,1.0,2.0,1.0,,2.0,,3.0,,100.0,2.0,,,2.0,,,3.0,4.0,0.0,2.0,3.0,0.0,28.0,40.0,,,,,,,,7.0,0.0,,,,,100.0,2.0,,,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,5.0,4.0,100.0,,,,,100.0,1.0,1.0,1.0,-7.0,0.0,,,0.0,12.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,6.0,1.0,,,,,29.0,7,2014,12.0,9.0,1.0,1.0,1,,,4.6220813,4.6200867,7.4237027,72000000.0,Seventy two million,200000000.0,10800000.0,,,450000.0,,,15000000.0,,12,0.0,257.0
587008,15914,2,1,1,9,9,2,2,2,51,1,1,1,2,,-7,-7,-7,-7,4,1.0,12.0,8,2014,17.0,1.0,3,3,,,0,0,0,100,2.0,,2002.0,4.0,2.0,2002.0,12.0,2.0,5.0,1.0,2.0,,2.0,,,1.0,-9.0,,,3.0,,1.0,40.0,2.0,,,,,,2.0,2.0,1.0,1.0,SALES OF PLASTIC AND ELECTRONICS,5152,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,-9.0,3.0,2.0,,,3.0,2.0,3.0,2.0,12.0,LAGOS STATE,5.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,-9.0,-9.0,,,48.0,1.0,0.0,0.0,100.0,-7.0,-7.0,-7.0,2.0,,,-9.0,,,4.0,1.0,6.0,,2.0,,,2.0,15.0,3.0,65.0,0.0,35.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Savings,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,3.0,,2.0,2.0,,,4.0,4.0,10.0,2.0,,,2.0,,0.0,-8.0,,5.0,2.0,,,2.0,,,2.0,2.0,1.0,1.0,3.0,2.0,8.0,6.0,,,,,,,,2.0,0.0,,,,,100.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,1.0,1.0,,10.0,2.0,,,,-7.0,-7.0,2.0,2.0,5.0,4.0,102.0,,,7.0,INADEQUATE OF FUND,20.0,2.0,,-7.0,-7.0,1.0,,,0.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,12.0,1.0,,,,,12.0,8,2014,17.0,54.0,1.0,3.0,1,,,125.69407,126.41542,143.93477,800000.0,eight hundred thousand,-9.0,800000.0,,,60000.0,,,-9.0,,10,0.0,284.0
587009,15974,2,1,1,9,9,1,1,2,52,1,1,2,2,,-7,-7,-7,-7,2,2.0,1.0,8,2014,16.0,52.0,3,3,,,100,0,0,0,2.0,,2004.0,10.0,1.0,2004.0,10.0,2.0,6.0,1.0,-9.0,,2.0,,,2.0,,,,,,2.0,,2.0,,,,,,2.0,2.0,0.0,0.0,Sales of house hold plastics,5233,100.0,,100.0,0.0,0.0,,,,,,-7.0,,,,,,,-9.0,0.0,0.0,,,3.0,2.0,5.0,5.0,10.0,Across the Globe,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,100.0,100.0,,,168.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,-9.0,,,0.0,2.0,,,2.0,,,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,None,1.0,2500000.0,-9.0,0.0,100.0,0.0,0.0,0.0,0.0,None,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,0.0,1.0,0.0,1.0,3.0,2.0,2.0,,0.0,-8.0,,-9.0,2.0,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,,,17.0,0.0,,,,,100.0,2.0,,,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,-9.0,,,,,,1.0,1.0,1.0,2.0,0.0,,,0.0,-7.0,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,10.0,1.0,,,,,1.0,8,2014,18.0,13.0,1.0,1.0,1,,,6.802463,6.799528,7.2061577,3000000.0,three million,-9.0,-9.0,,,-9.0,,,-9.0,,12,0.0,299.0
587010,151039,1,1,1,8,8,2,2,2,18,1,2,2,2,,-7,-7,-7,-7,1,12.0,19.0,11,2014,16.0,21.0,3,3,,,100,0,0,0,1.0,100.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0,5.0,1.0,2.0,,2.0,,,1.0,18.0,6.0,6.0,0.0,,1.0,85.0,2.0,,,-7.0,,,2.0,2.0,3.0,0.0,Casual and traditional wears manufacturing.,1810,100.0,-9.0,100.0,0.0,0.0,,,,,,-7.0,,100.0,0.0,,,-9.0,,1.0,0.0,1.0,-9.0,3.0,2.0,5.0,4.0,-9.0,Lagos,5.0,2.0,-9.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,100.0,,,100.0,60.0,,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,1.0,1.0,-9.0,,2.0,,,1.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Friends and associates,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,2.0,2.0,-9.0,2.0,,,-9.0,2.0,,-9.0,,-9.0,2.0,,,2.0,,,1.0,1.0,2.0,1.0,1.0,0.0,29.0,21.0,26.0,3.0,26.0,0.0,7.0,23.0,0.0,,0.0,,,12.0,12.0,50.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,4.0,2.0,2.0,1.0,2.0,,,,,,,2.0,,2.0,3.0,0.0,,,0.0,8.0,2,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,,,-9.0,-9.0,6.0,2.0,,,,,19.0,11,2014,17.0,41.0,1.0,2.0,1,,,2.2625873,2.2506857,4.0230656,16500000.0,Sixteen million five hundred thousand,13000000.0,2300000.0,13400000.0,96000.0,7200.0,-9.0,60000.0,,-9.0,4,0.0,249.0
587011,151043,3,1,1,8,8,2,2,2,50,3,1,1,1,-7.0,-7,-7,-7,-7,6,12.0,25.0,7,2014,9.0,40.0,3,4,,-9.0,0,0,0,100,2.0,,2000.0,10.0,-9.0,2000.0,20.0,2.0,5.0,2.0,2.0,,2.0,,,1.0,-9.0,,,4.0,,2.0,,2.0,,,,,,2.0,2.0,1.0,2.0,repair of engines,5020,40.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,1.0,2.0,,,3.0,2.0,1.0,1.0,0.0,Does not apply,5.0,,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,50.0,50.0,,,84.0,1.0,50.0,0.0,50.0,50.0,0.0,50.0,2.0,,,,,,2.0,1.0,2.0,,2.0,,,1.0,-9.0,0.0,0.0,0.0,0.0,0.0,100.0,From friends and relatives,2.0,,,0.0,0.0,0.0,0.0,0.0,,RELATIVES,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,1.0,,2.0,2.0,,,1.0,3.0,0.0,1.0,1.0,2.0,2.0,,0.0,-8.0,,-9.0,2.0,,,1.0,-9.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,19.0,15.0,,,,,,,,0.0,0.0,,,,,-9.0,2.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,2.0,,,,1.0,2.0,,-9.0,4.0,4.0,2.0,2.0,1.0,1.0,100.0,,,,,0.0,2.0,,3.0,-7.0,1.0,,,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,14.0,1.0,,,,,25.0,7,2014,10.0,13.0,1.0,2.0,1,,,1.5004288,1.5030614,2.7033877,1000000.0,one million,-9.0,-9.0,,,15000.0,,,,,8,0.0,269.0
