idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a7dx_num,a9,a20y,a20m,a20d,b1,b1x,b3,b3a,b2a,b2b,b2c,b2d,SAb1a,SAb1b,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d5a,d8,SAd1a,SAd1b,SAd1c,SAd1d,d10,d11,d12a,d12b,d13,d14,d15a,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,SAe1,SAe2,SAe3,SAe4,SAe5,SAe6a,SAe6b,SAe6c,SAe6d,e6,e11,SAe7,SAe8,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,SAi1a,SAi1b,SAi1c,SAi1d,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,k30,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,SAj4,SAj5a,SAj5b,SAj5c,SAj6,SAj7,SAj8,SAj9,SAj10,SAj11,j10,j11,j12,j13,j14,j15,SAj12,SAj13,SAj14a,SAj14b,SAj15,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,SAl1a1,SAl1b1,SAl1a2,SAl1b2,SAl1a3,SAl1b3,SAl1a4,SAl1b4,SAl1a5,SAl1b5,SAl1a6,SAl1b6,SAl2a,SAl2b,SAl2c,SAl2d,SAl2e,SAl2f,SAl3,SAl4a1,SAl4a2,SAl4a3,SAl4a4,SAl4a5,l10,l11a,l11a1,l11b,l11b1,SAl6,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVc2b,COVc2c,COVc4a,COVd3a,COVd3b,COVd6,COVd8,COVe1a,COVe2,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2i,COVf2fx,SAf3,SAf3x,COVg2,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,SAj3,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,a15a2_check,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
713358,93,Food,Medium,Gauteng,Food,Manufacturing,Gauteng,Large,27,11,2020,8,36,ZAF,INT_C012,English,Firm,No,,,,,,,2020,5,31,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,1990,20,1990,8,Yes,No,,No,,,Yes,3.0,2.0,0.0,10.0,,Yes,50.0,No,,,No,,,Yes,No obstacle,Manufacturing of ,manufacturing of cakes,100,40000000.0,forty million ,35000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,10.0,10,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,No,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,100.0,168.0,50,50,No,,,,,,No obstacle,Yes,2.0,,No,,,No,No,No,No,Minor obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,6,5,4,3,2,413,390,413.0,0.0,413.0,0.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,80.0,,50,50,50,50,50,50,50,50,5,5,2,1,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,3,11,5,13,12,2,7,6,15,8,9,1,14,4,10,Yes,2.0,Decrease,,25.0,Decrease,Decrease,No,Remain the same,Decrease,210.0,200.0,Decrease,None of the above,No,,,,,,No,,Wage subsidies,,12.0,10000000.0,500000.0,200000.0,,10700000.0,700000.0,80000000.0,3,27.0,11.0,2020.0,8.0,41.0,Other Management,,8.0,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,Yes,City with population over 1 million,1541,,2,2,1,1,128.75,128.75,128.75,46
713359,97,Fabricated Metal Products,Medium,Gauteng,Retail,Retail services,Gauteng,Small,20,11,2020,12,37,ZAF,INT_C010,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,Yes,No,No,,2000,5,2000,One year or less,No,No,,No,,,Yes,6.0,2.0,0.0,None,,Yes,50.0,No,,,,,,No,No obstacle,Retail trade of ,retail trade of metal,100,700000.0,seven hundred thousand ,800000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,5,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,50,50,No,,,1000.0,Square Feet,,No obstacle,Yes,1.0,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,1.0,Ownership ,Ownership ,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,6,5,4,3,1,9,6,,,,,,,,0.0,No full-time seasonal or temporary workers,,,80.0,,1,Does not apply,1,Does not apply,2,Does not apply,1,Does not apply,1,Does not apply,3,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,12,1,13,9,3,10,15,11,14,8,2,7,5,4,6,Yes,12.0,Decrease,,40.0,Decrease,Decrease,Yes,Remain the same,Remain the same,,,Decrease,None of the above,No,,,,,,No,,Cash transfers for business,,0.0,200000.0,,50000.0,100000.0,,,,1,20.0,11.0,2020.0,12.0,38.0,Other Management,,1.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,Over 250.000 to 1 million,5239,,2,2,3,1,126.4,126.4,126.4,50
713360,106,Food,Medium,Gauteng,Electronics (31-32),Manufacturing,Gauteng,Medium,22,11,2020,12,22,ZAF,INT_C012,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,Yes,No,No,,2007,20,2007,40,No,No,,No,,,Yes,5.0,2.0,0.0,10.0,,Yes,100.0,No,,,No,,,No,No obstacle,Manufacturing of ,manufacture electrical control panels,100,8000000.0,eight million ,12000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,5.0,5,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,No,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,100.0,42.0,100,100,No,,,,,,No obstacle,No,,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,3,5,6,4,2,30,30,30.0,0.0,30.0,0.0,0.0,30.0,0.0,,No full-time seasonal or temporary workers,,,10.0,,5,Does not apply,5,Does not apply,3,Does not apply,2,Does not apply,5,Does not apply,10,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,5,13,10,9,4,7,11,6,12,8,3,14,15,2,1,No,,Decrease,,40.0,Decrease,Decrease,Don't know (spontaneous),Don't know (spontaneous),Decrease,5.0,5.0,Decrease,Don't know (spontaneous),Don't know (spontaneous),,,,,,No,,Wage subsidies,,0.0,1000000.0,5000000.0,144000.0,,6144000.0,400000.0,100000.0,4,22.0,11.0,2020.0,12.0,27.0,Other Management,,7.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,Yes,City with population over 1 million,3190,,2,2,1,1,128.75,128.75,128.75,46
713361,107,Other Manufacturing,Large,Gauteng,Transport  Section I: (60-64),Other services,Gauteng,Large,3,12,2020,12,54,ZAF,INT_C010,English,Firm,No,,,,,,,2020,8,31,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1946,200,1946,10,No,No,,No,,,Yes,2.0,2.0,0.0,None,,Yes,50.0,No,,,,,,Yes,No obstacle,Provide services of ,provides land freight transport of electronics,100,6000000000.0,six billion ,5000000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,6,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,100,100,No,,,,,,No obstacle,Yes,2.0,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,5.0,Ownership ,Ownership ,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,2,3,6,1,4,350,330,,,,,,,,15.0,No full-time seasonal or temporary workers,,,0.0,,30,30,30,30,30,30,30,30,30,30,25,25,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,9,2,1,10,11,4,14,7,12,5,6,13,3,15,8,Yes,4.0,Decrease,,10.0,Decrease,Decrease,Yes,Remain the same,Remain the same,,,Decrease,None of the above,No,,,,,,No,,"Deferral of rent, mortgage, or utilities",,0.0,20000000.0,,5000000.0,,,,,3,3.0,12.0,2020.0,13.0,4.0,Other Management,,10.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,Over 250.000 to 1 million,6023,,2,3,5,1,30.794786,30.794786,30.794786,66
713362,108,Other Manufacturing,Large,Gauteng,Retail,Retail services,Gauteng,Large,17,10,2020,11,44,ZAF,INT_C010,English,Firm,Yes,2.0,No,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,Yes,No,No,,1939,20,1939,33,No,No,,No,,,Yes,5.0,2.0,0.0,20.0,,Yes,20.0,No,,,,,,No,Minor obstacle,Retail trade of ,retail trade of gift wrap,100,60000000.0,sixty million ,70000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,0,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Wanted to switch to a different distributor but it was not possible because there were no alternative competitive distributors,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,100,100,No,,,1000.0,Square Feet,,No obstacle,Yes,1.0,,No,,,No,No,No,No,No obstacle,50,50,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2020.0,100000.0,No,,,,,,,1.0,50000.0,No,No,Application procedures were complex,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,4,3,2,6,1,300,300,,,,,,,,200.0,No full-time seasonal or temporary workers,,,75.0,,50,20,20,20,50,20,30,30,20,20,10,10,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,11,7,3,14,10,4,13,5,2,12,6,15,8,9,1,Yes,8.0,Decrease,,30.0,Decrease,Decrease,Yes,Decrease,Decrease,34.0,34.0,Decrease,None of the above,No,,,,,,No,,Wage subsidies,,4.0,16000000.0,,1400000.0,45000000.0,,,,1,17.0,10.0,2020.0,12.0,9.0,Owner,,33.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,Yes,City with population over 1 million,5239,,2,3,5,1,50.815586,50.815586,50.815586,66
713363,110,Other Manufacturing,Small,Gauteng,Textiles,Manufacturing,Gauteng,Small,23,10,2020,9,56,ZAF,INT_C011,English,Firm,No,,,,,,,2019,12,31,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,2010,7,2010,10,No,No,,No,,,Yes,5.0,4.0,0.0,20.0,,No,,No,,,No,,,No,Moderate obstacle,Manufacturing of ,Manufacturing of work clothes.,50,2500000.0,two million five hundred thousand ,5000000.0,100,0,0,,,,,,,,No losses,No losses,50,50,Yes,7.0,No,Moderate obstacle,Moderate obstacle,We fixed it but did not take further action,Yes,1-2 indicators,Yes,Combination of short-term and long-term targets,Achieved with more than normal effort,All managers and most production workers,No,,Based solely on performance and ability,After 6 months of identifying under-performance,National â main product sold mostly across the country where establishment is located,5.0,100,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,No,Yes,They have favored access to subsidies and government support or contracts,None of the above,Moderate obstacle,No,,,,No,,,No,,90.0,60.0,0,0,No,,,,,,Major obstacle,Yes,,15000.0,Yes,5.0,,No,No,No,No,Major obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,Tend to agree,15,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,Major obstacle,Minor obstacle,6,1,4,5,3,2,7,7,7.0,0.0,7.0,0.0,0.0,7.0,0.0,,No full-time seasonal or temporary workers,,,40.0,,1,1,0,Does not apply,0,Does not apply,0,Does not apply,0,Does not apply,6,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Minor obstacle,"Crime, theft and disorder",12,14,13,11,1,2,10,7,8,4,15,3,5,9,6,No,,Remain the same,,,Remain the same,Remain the same,Don't know (spontaneous),Don't know (spontaneous),Remain the same,,,Remain the same,,No,,,,,,No,,Wage subsidies,,52.0,1000000.0,150000.0,100000.0,,1250000.0,100000.0,1000000.0,4,23.0,10.0,2020.0,9.0,56.0,Other Management,,5.0,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,Yes,City with population over 1 million,1810,,2,1,5,1,131.07991,131.07991,131.07991,39
713364,113,Food,Small,Gauteng,Retail,Retail services,Gauteng,Medium,2,12,2020,12,45,ZAF,INT_C010,English,Firm,Yes,25.0,No,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,2016,10,2016,14,No,No,,No,,,Yes,3.0,2.0,0.0,None,,Yes,100.0,No,,,,,,Yes,No obstacle,Retail trade of ,retail trade of household items,100,50000000.0,fifty million ,80000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,10,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,50,50,No,,,100.0,Square Feet,,No obstacle,No,,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Strongly disagree,30,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,2.0,Skills Development,Skills Development,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,3,1,6,5,4,2,50,50,,,,,,,,35.0,No full-time seasonal or temporary workers,,,70.0,,5,5,5,5,5,5,5,5,5,5,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,15,11,5,6,10,12,13,8,14,4,7,2,1,9,3,No,,Decrease,,40.0,Decrease,Decrease,No,Remain the same,Remain the same,,,Decrease,None of the above,No,,,,,,No,,"Deferral of rent, mortgage, or utilities",,0.0,1500000.0,,140000.0,1000000.0,,,,2,2.0,12.0,2020.0,13.0,0.0,Other Management,,4.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,5233,,2,1,1,1,133.85645,133.85645,133.85645,33
713365,119,Other Manufacturing,Large,Gauteng,Plastics & rubber,Manufacturing,Gauteng,Large,21,11,2020,15,46,ZAF,Int_C015,English,Firm,Yes,3.0,No,,,,,2020,6,30,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1983,20,1983,10,Yes,No,,No,,,Yes,5.0,2.0,0.0,10.0,,Yes,100.0,No,,,No,,,No,Minor obstacle,Manufacturing of ,manufacturing of plastic piping,100,18000000.0,eighteen million ,20000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,5.0,10,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,No,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,50.0,45.0,100,100,No,,,,,,Moderate obstacle,No,,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No obstacle,Strongly disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,3,1,4,6,5,150,150,150.0,0.0,150.0,0.0,0.0,140.0,0.0,,No full-time seasonal or temporary workers,,,50.0,,20,Does not apply,10,Does not apply,20,Does not apply,10,Does not apply,20,Does not apply,70,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,14,11,9,4,6,1,7,10,13,12,3,15,8,2,5,Yes,4.0,Remain the same,,,Remain the same,Remain the same,Yes,Remain the same,Decrease,5.0,5.0,Remain the same,,Don't know (spontaneous),,,,,,No,,Wage subsidies,,8.0,100000.0,200000.0,4000000.0,,4300000.0,100000.0,50000000.0,4,24.0,11.0,2020.0,15.0,33.0,Other Management,,10.0,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3.0,No,Yes,City with population over 1 million,2520,,2,3,5,1,64.98833,64.98833,64.98833,66
713366,120,Fabricated Metal Products,Medium,Gauteng,Wholesale,Other services,Gauteng,Medium,28,11,2020,18,49,ZAF,INT_C010,English,Firm,Yes,4.0,No,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,2010,50,2010,5,Yes,No,,No,,,Yes,5.0,2.0,0.0,None,,Yes,100.0,No,,,,,,No,No obstacle,Wholesale trade of ,wholesale trade of vinyl flooring,100,5000000.0,five million ,4000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,10,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,50,50,No,,,,,,No obstacle,No,,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,2.0,Skills Development,Ownership ,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,6,4,5,1,3,70,60,,,,,,,,0.0,No full-time seasonal or temporary workers,,,80.0,,10,10,10,10,10,10,10,Does not apply,0,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,9,8,7,14,13,3,2,11,12,5,10,15,4,1,6,Yes,8.0,Decrease,,30.0,Decrease,Decrease,Yes,Remain the same,Remain the same,,,Decrease,None of the above,No,,,,,,No,,Wage subsidies,,8.0,500000.0,,150000.0,,,,,3,28.0,11.0,2020.0,19.0,6.0,Owner,,5.0,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3.0,No,No,50.000 to 250.000,5139,,2,2,3,1,126.4,126.4,126.4,50
713367,124,Food,Medium,Gauteng,Retail,Retail services,Gauteng,Medium,21,10,2020,9,17,ZAF,INT_C011,English,Firm,Yes,500.0,No,,,,,2020,7,31,Shareholding company with shares trade in the stock market,,100,Yes,100,0,0,0,Yes,No,No,,1979,76,1979,5,No,No,,No,,,Yes,5.0,2.0,0.0,2.0,,Yes,2.0,No,,,,,,Yes,Minor obstacle,Retail trade of ,Retail trade of groceries.,80,5000000.0,five million ,3500000.0,100,0,0,,,,,,,,2,2.0,75,25,No,,,Moderate obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 indicators,Yes,Combination of short-term and long-term targets,Achieved with more than normal effort,All managers and most production workers,Yes,Their team's performance,Based solely on performance and ability,After 6 months of identifying under-performance,,,5,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,They have favored access to subsidies and government support or contracts,None of the above,No obstacle,No,,,,No,,,No,,,,0,0,No,,,Don't know (spontaneous),,,Minor obstacle,Yes,2.0,,No,,,No,No,No,No,Minor obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,Tend to agree,25,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,Minor obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,5,3,6,1,4,2,76,60,,,,,,,,66.0,No full-time seasonal or temporary workers,,,40.0,,1,Does not apply,0,Does not apply,0,Does not apply,75,75,0,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Minor obstacle,Courts,15,9,11,14,4,2,13,1,7,12,6,10,3,8,5,No,,Remain the same,,,Remain the same,Remain the same,Don't know (spontaneous),Don't know (spontaneous),Remain the same,,,Remain the same,,No,,,,,,No,,Wage subsidies,,6.0,2000000.0,,400000.0,1000000.0,,,,4,21.0,10.0,2020.0,9.0,17.0,Other Management,,5.0,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,Yes,City with population over 1 million,5220,,2,2,1,1,128.75,128.75,128.75,46
