idstd,id,recnumber,rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,GHAd1a1bx,GHAd1a2b,GHAd1a1cx,GHAd1a2c,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,GHAd12a,GHAd12ax,GHAd12b1x,GHAd12b2,GHAd12b2x,GHAd12c1x,GHAd12c2,GHAd12c2x,GHAd12d1x,GHAd12d2,GHAd12d2x,GHAd12ea,GHAd12eb,GHAd12ec,GHAd12ed,d30a,d30b,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,idquest,wstrict,wmedian,wweak,strata
557884,80592,443,1,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,"Publishing, printing, and Recorded media","Publishing, printing, and Recorded media","Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10510,10002,14,3,2013,11,0,Limited partnership,,100,100,0,0,0,No,,1981,3,Yes,1981,64,No,No,No,,,Yes,DK,,DK,,No,,No,,,No,,,No,No,Yes,Moderate obstacle,No obstacle,Printing services,2221,100,Does not apply,,,,56455,Fifty six thousand four hundred and fifty five,40000,100,0,0,,,,,No losses,No losses,0.0,100.0,No,,DK,,45204.0,Forty five thousand two hundred and four,Paper for printing,-9.0,,Ink,-9.0,,Chemicals for off - set printing,-9.0,,100.0,100.0,100.0,0.0,No obstacle,No obstacle,Local,DK,No,No,No obstacle,No,,No,No,No,No,No,No,No,DK,48.0,100,0,0,No,,,,,,,,,No obstacle,No,,,No,,,No obstacle,0,0,100,0,0,0,0,DK,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,No,,,,,,,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,DK,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,No obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,5,4,4.0,1.0,4.0,0.0,1.0,0.0,,No full-time seasonal or temporary workers,,Less than one month,13.0,9.0,40,No,,,No obstacle,No obstacle,Access to finance,Access to finance,4400,37774.0,1345.0,1128,2080.0,0.0,,0.0,950.0,DK,20000.0,500000.0,31,Male,,,,,14,3,2013,12,29,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.2591917427027277,2.035473175202201,5.961802770950606,87.0
557885,94011,1308,1,(B) without cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Plastics & rubber,Plastics & rubber,"Yes, screener and sample frame info match",Medium & Large,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,10469,10003,13,5,2013,10,30,Partnership,,70,0,100,0,0,No,,2005,60,Yes,2003,30,No,No,No,,,Yes,10.0,3.0,None,,Yes,40.0,No,,,No,,,Yes,No,Yes,Moderate obstacle,No obstacle,Manufacturing rubber items,2520,100,Does not apply,,,,9000000,Nine million,6000000,40,0,60,30.0,No losses,No losses,2007.0,No losses,No losses,100.0,0.0,,,30.0,,6000000.0,Six million,Rubber,6000000.0,Six million,Does not apply,,,,,,100.0,-7.0,-7.0,-7.0,Moderate obstacle,Very Severe Obstacle,Local,DK,No,No,No obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100.0,8.0,100,0,0,No,,,,,,,,,Minor obstacle,No,,,No,,,No obstacle,50,50,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,No,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,No,DK,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,Yes,Less than one day,No,No,,,Major obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,600,400,540.0,60.0,520.0,20.0,330.0,DK,,200,0.0,DK,13.0,13.0,60,Yes,100.0,80.0,Moderate obstacle,No obstacle,Customs and trade regulations,Access to finance,700000,600000.0,65000.0,350000,DK,DK,,800000.0,DK,DK,DK,DK,25,Male,,,,,13,5,2013,11,25,Somewhat truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,0,,1.0,1.1604199482479194,2.1973709233240855,82.0
557886,94025,1323,3,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Basic metals,Basic metals,"Yes, screener and sample frame info match",Medium & Large,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,10398,10003,15,7,2013,14,5,Limited partnership,,100,0,100,0,0,No,,1991,180,Yes,1991,22,No,Still in process,No,,,Yes,1.0,8.0,5.0,,No,,No,,,Yes,10.0,5.0,Yes,No,Yes,Very Severe Obstacle,Very Severe Obstacle,Manufacturing steel rods for construction and steel balls for gold mines and casting,2710,100,Does not apply,,,,139500000,One hundred thirty-nine million five hundred thousand,45000000,100,0,0,,,,,No losses,No losses,90.0,10.0,Yes,10.0,10.0,,40000000.0,Forty million dollars,Does not apply,30000000.0,Thirty million dollars,Does not apply,,,,,,0.0,0.0,0.0,0.0,No obstacle,Major obstacle,National,Too many to count,No,Yes,Major obstacle,Yes,Yes,No,No,Yes,No,No,No,Yes,55.0,144.0,100,0,0,No,,,,,,,,,No obstacle,Yes,,50000.0,Yes,2.0,,Major obstacle,DK,12,50,50,0,0,0,Yes,2000000.0,DK,50.0,0.0,50.0,0.0,0.0,0.0,Yes,Yes,Yes,Private commercial banks,2011.0,Refuse,Yes,Yes,No,No,No,No,DK,1.0,-8.0,No,Yes,,Application was approved,Yes,No obstacle,No,,,,,,,,,,No,No,Yes,No,Yes,Yes,No,No,No,No,NA,No time was spent,Yes,1.0,No,No,,DK,,No,,,No,,,No obstacle,No obstacle,Major obstacle,No obstacle,Major obstacle,No obstacle,250,238,210.0,40.0,11.0,199.0,DK,15.0,,250,DK,6.0,9.0,15.0,16,No,,,Minor obstacle,Major obstacle,Customs and trade regulations,Business licensing and permits,5200000,42000000.0,700000.0,2000000,DK,DK,,DK,45000000.0,20000000.0,45000000.0,20000000.0,5,Male,,,,,15,7,2013,15,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,3.9794466084170743,8.187197858691352,12.228519693156299,86.0
557887,94040,1338,1,(B) without cards,Other services,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Transport  Section I: (60-64),Transport  Section I: (60-64),"Yes, screener and sample frame info match",Medium & Large,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10007,10003,3,7,2013,15,0,Limited partnership,,60,0,100,0,0,No,,2007,18,Yes,2007,9,No,No,No,,,No,,,,,Yes,10.0,No,,,,,,Yes,Yes,Yes,No obstacle,No obstacle,Freight forwarding service,6301,100,,,,,7300000,Seven million and three hundred thousand,3800000,50,0,50,,,,2007.0,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,No obstacle,No obstacle,,,,No,No obstacle,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,,,0,100,0,No,,,,,,,,,No obstacle,Yes,,48000.0,No,,,No obstacle,DK,DK,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No obstacle,No,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DK,No time was spent,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,No obstacle,No obstacle,Very Severe Obstacle,No obstacle,DK,28,28,,,,,,,8.0,No full-time seasonal or temporary workers,,,,,100,Yes,,,No obstacle,No obstacle,NA,Access to finance,880000,,,60000,,,,,,,,,9,Male,,,,,3,7,2013,16,0,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0,1.391204193663801,2.400587307174481,98.0
557888,94056,5966,2,(A) with cards,Other services,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Transport  Section I: (60-64),Transport  Section I: (60-64),"Yes, screener and sample frame info match",Large >=100,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10426,10002,4,12,2013,10,20,Limited partnership,,34,100,0,0,0,Yes,100.0,1981,3,Yes,1981,13,No,No,No,,,Yes,2.0,20.0,10.0,,Yes,20.0,No,,,,,,Yes,Yes,Yes,Minor obstacle,Very Severe Obstacle,Freight forwarding service,6301,100,,,,,390000,Three hundred and ninety thousand,480,60,40,0,,,,1981.0,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Minor obstacle,No obstacle,,,,Yes,Minor obstacle,No,,No,No,No,No,Yes,No,No,,,0,100,0,No,,,,,,,,,Major obstacle,No,,,No,,,Minor obstacle,0,90,100,0,0,0,0,Yes,25000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,No,No,No,Tend to agree,80,Yes,3.0,No,Yes,5.0,No payments or gifts are paid,,No,,,Yes,30.0,No,Moderate obstacle,No obstacle,No obstacle,No obstacle,Major obstacle,Minor obstacle,12,17,,,,,,,3.0,4,0.0,12.0,,,80,Yes,,,No obstacle,Minor obstacle,Access to finance,Access to land,52000,,,8000,,,,,,,,,15,Male,10.0,Male,,,4,12,2013,11,40,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with different managers/staff,1.0,20.0,0,,1.0,1.0,1.132015190470775,97.0
557889,94057,5864,3,(A) with cards,Other services,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Unknown,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,10,12,2013,12,55,Partnership,,50,100,0,0,0,Yes,50.0,1996,DK,No,1997,16,No,DK,Yes,90.0,Yes,Yes,8.0,DK,,7500.0,Yes,DK,No,,,,,,Yes,Yes,Yes,Minor obstacle,Minor obstacle,PROVIDING ACCOMODATION,5510,90,,,,,150000,One hundred and fifty thousand,DK,100,0,0,,,,,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Minor obstacle,Minor obstacle,,,,Yes,Major obstacle,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,,100,0,0,No,,,,,,,,,No obstacle,Yes,,2160.0,Yes,,5000.0,Minor obstacle,0,50,100,0,0,0,0,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,Yes,Private commercial banks,2012.0,100000.0,Yes,Yes,Yes,Yes,Yes,Yes,DK,DK,-8.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,No obstacle,No,,,,,,,,,,No,Yes,Yes,No,Yes,Yes,DK,Yes,No,Yes,Strongly disagree,DK,Yes,15.0,Yes,No,,Refusal,,No,,,No,,,DK,Minor obstacle,Minor obstacle,No obstacle,Very Severe Obstacle,Very Severe Obstacle,5,DK,,,,,,,1.0,6,6.0,DK,,,DK,No,,,No obstacle,No obstacle,Courts,Business licensing and permits,40080,,,DK,,,,,,,,,2,Male,,,,,10,12,2013,14,25,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.4046944612517045,3.8844545130046018,18.602170224114662,99.0
557890,94060,8601,2,(A) with cards,Other services,Ghana,English,Accra,Tema,No,No,Over 250.000 to 1 million,Food,Construction Section F,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,30,1,2014,8,0,Sole proprietorship,,100,0,100,0,0,No,,2006,8,Yes,2006,8,No,No,No,,,Yes,DK,,50.0,,Yes,DK,No,,,,,,Yes,Yes,Yes,Very Severe Obstacle,No obstacle,Construction,4520,25,,,,,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,No obstacle,No obstacle,,,,No,DK,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,,100,0,0,No,,,,,,,,,No obstacle,Yes,,79200.0,No,,,No obstacle,20,40,80,0,0,20,0,Yes,200000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,Yes,No obstacle,No,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Strongly disagree,No time was spent,Yes,DK,No,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,No obstacle,No obstacle,Very Severe Obstacle,Very Severe Obstacle,No obstacle,18,13,,,,,,,5.0,No full-time seasonal or temporary workers,,,,,80,Yes,,,No obstacle,No obstacle,Electricity,Access to land,480000,,,28800,,,,,,,,,3,Male,,,,,30,1,2014,9,0,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0017770644785053,1.9790555917794668,6.755920934965891,1.0
557891,94061,2282,1,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Basic metals,Fabricated metal products,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10398,10002,11,5,2013,10,19,Limited partnership,,70,100,0,0,0,Yes,30.0,2005,2,Yes,2005,8,No,No,No,,,Yes,1.0,6.0,,DK,No,,No,,,No,,,Yes,Yes,Yes,Very Severe Obstacle,Very Severe Obstacle,Aluminium fabrication and construction,2811,100,Does not apply,,,,1400000,"One million, four hundred thousand",900000,100,0,0,,,,,No losses,No losses,0.0,100.0,Yes,DK,30.0,,1000000.0,One million,Aluminium sheets and panels,950000.0,Nine hundred and fifty thousand,Does not apply,,,,,,100.0,-7.0,-7.0,-7.0,No obstacle,No obstacle,National,DK,No,No,No obstacle,No,,No,No,No,No,No,No,No,65.0,45.0,100,0,0,No,,,,,,,,,No obstacle,No,,,No,,,No obstacle,40,30,100,0,0,0,0,Yes,70000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,Yes,No,Other,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,Yes,No,Yes,Yes,No,No,No,No,NA,No time was spent,Yes,1.0,No,No,,,DK,No,,,No,,,Very Severe Obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,No obstacle,5,5,1.0,4.0,1.0,0.0,0.0,3.0,,50,0.0,3.0,DK,18.0,100,No,,,No obstacle,No obstacle,Access to finance,Access to finance,30000,100000.0,300.0,3000,DK,DK,,DK,DK,DK,DK,DK,8,Male,,,,,11,5,2013,11,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.3740887469134377,2.166788662593758,5.176040839716596,83.0
557892,94062,9147,2,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Chemicals,Chemicals,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,26,3,2014,10,0,Limited partnership,,50,100,0,0,0,Yes,50.0,2007,2,Yes,2004,5,No,No,No,,,Yes,10.0,6.0,5.0,,No,,No,,,Yes,10.0,72.0,Yes,No,Yes,Major obstacle,Minor obstacle,Designing and Holders Spritz,2424,50,Anti-bacterial soap,30.0,Hair rinsing shampoo,20.0,400000,Four hundred thousand,300000,60,40,0,,,,2011.0,No losses,No losses,30.0,70.0,No,,DK,,80000.0,Eighty thousand,Ethanol,40000.0,Forty thousand,Es 225 binder,30000.0,Thirty thousand ghana cedis,Perfume,10000.0,Ten thousand ghana cedis,100.0,100.0,100.0,0.0,Moderate obstacle,Moderate obstacle,National,Too many to count,No,Yes,Minor obstacle,Yes,No,Yes,No,No,No,No,No,No,60.0,40.0,0,100,0,No,,,,,,,,,Major obstacle,No,,,No,,,No obstacle,30,50,50,0,0,50,0,Yes,5000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,2,Yes,2.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Moderate obstacle,No obstacle,No obstacle,DK,6,6,4.0,2.0,4.0,0.0,1.0,1.0,,6,0.0,Less than one month,12.0,12.0,40,No,,,No obstacle,Minor obstacle,Access to finance,Access to land,15000,80000.0,0.0,500,0.0,0.0,,20000.0,DK,DK,500000.0,DK,5,Female,,,,,26,3,2014,10,54,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.1408053411538872,2.0905701535457895,6.331337602867089,79.0
557893,94063,9402,2,(A) with cards,Other services,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Wholesale,Wholesale,"Yes, screener and sample frame info match",Medium & Large,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,1,4,2014,12,0,Limited partnership,,70,0,100,0,0,No,,2000,16,Yes,2000,14,No,No,Yes,21.0,No,Yes,10.0,6.0,20.0,,Yes,30.0,No,,,,,,Yes,No,Yes,Major obstacle,Minor obstacle,Sale of frozen fish,5190,100,,,,,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Moderate obstacle,Major obstacle,,,,Yes,No obstacle,No,,Yes,No,No,No,No,No,No,,,0,100,0,Yes,21.0,No,,,,,,,Major obstacle,Yes,1.0,,No,,,No obstacle,50,0,60,0,0,40,0,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,1,Yes,2.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Major obstacle,No obstacle,Major obstacle,DK,24,22,,,,,,,4.0,No full-time seasonal or temporary workers,,,,,40,No,,,No obstacle,Minor obstacle,Access to finance,Access to land,DK,,,DK,,,,,,,,,14,Male,,,,,1,4,2014,12,42,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.391204193663801,2.400587307174481,98.0
557894,94065,9405,2,(B) without cards,Other services,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Construction Section F,Wholesale,"No, does not match",Medium & Large,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,25,3,2014,13,30,Limited partnership,,60,100,0,0,0,No,,2000,18,Yes,2000,20,No,No,No,,,Yes,6.0,6.0,5.0,,Yes,15.0,No,,,,,,Yes,No,Yes,Major obstacle,Minor obstacle,"Selling of electrical equipment, gadgets and installation",5152,100,,,,,2000000,Two million,1000000,80,20,0,,,,2005.0,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Moderate obstacle,Major obstacle,,,,Yes,No obstacle,No,,No,No,No,No,No,No,No,,,100,0,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,10,80,0,0,20,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,Tend to disagree,2,Yes,1.0,No,Yes,No payments,DK,,No,,,No,,,Major obstacle,Major obstacle,Minor obstacle,Minor obstacle,Major obstacle,Minor obstacle,34,30,,,,,,,10.0,No full-time seasonal or temporary workers,,,,,70,Yes,,,No obstacle,Minor obstacle,Access to finance,Access to land,100000,,,3000,,,,,,,,,10,Male,,,,,25,3,2014,14,20,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.391204193663801,2.400587307174481,98.0
557895,94066,9156,2,(B) without cards,Other services,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Fabricated metal products,Wholesale,"No, does not match",Small >=5 and <=19,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,27,3,2014,14,0,Limited partnership,,60,60,40,0,0,No,,1975,6,Yes,1975,38,No,No,No,,,Yes,2.0,6.0,15.0,,Yes,30.0,No,,,,,,Yes,No,Yes,Moderate obstacle,Minor obstacle,Selling of agricultural tractors,5159,60,,,,,1000000,One million,600000,95,5,0,,,,2001.0,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Moderate obstacle,Major obstacle,,,,Yes,No obstacle,Yes,No,No,No,No,No,No,No,No,,,0,100,0,Yes,180.0,No,,,,,,,Minor obstacle,Yes,1.0,,No,,,No obstacle,0,30,80,0,0,20,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,DK,1,Yes,1.0,DK,Yes,DK,DK,,No,,,No,,,Major obstacle,Major obstacle,Minor obstacle,No obstacle,Major obstacle,DK,35,25,,,,,,,2.0,No full-time seasonal or temporary workers,,,,,80,Yes,,,No obstacle,Minor obstacle,Access to finance,Access to land,120000,,,6000,,,,,,,,,15,Female,,,,,27,3,2014,14,50,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.3740887469134377,2.166788662593758,5.176040839716596,83.0
557896,94067,9030,2,(A) with cards,Manufacturing,Ghana,English,North,Tema,No,No,Less than 50.000,Food,Food,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10426,10002,28,2,2014,13,40,Sole proprietorship,,100,100,0,0,0,No,,2012,4,Yes,2012,3,No,No,No,,,Yes,DK,,DK,,No,,Yes,60.0,No,No,,,No,No,Yes,Major obstacle,Moderate obstacle,Manufacturing of sachet water,1554,100,Does not apply,,,,30000,Thirty thousand,If establishment was not in business three years ago,100,0,0,,,,,No losses,DK,100.0,0.0,,,DK,,10000.0,Ten thousand,Water,7000.0,Seven thousand,Rollers(rubber bags),3000.0,Three thousand ghana cedis,Does not apply,,,0.0,0.0,-7.0,-7.0,Major obstacle,NA,National,DK,No,Yes,Minor obstacle,No,,No,No,No,No,No,No,No,60.0,40.0,100,0,0,Yes,DK,No,,,,,,,No obstacle,Yes,,3000.0,No,,,No obstacle,100,0,100,0,0,0,0,No,,,,,,,,,No,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Very Severe Obstacle,No,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Tend to agree,DK,Yes,3.0,No,No,,No payments or gifts are paid,,No,,,Yes,30.0,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,18,If establishment was not in business three years ago,16.0,2.0,2.0,14.0,6.0,0.0,,No full-time seasonal or temporary workers,,,9.0,12.0,40,No,,,No obstacle,Minor obstacle,Access to finance,Access to land,14000,10000.0,DK,1400,DK,0.0,,DK,DK,DK,500.0,DK,3,Male,,,,,28,2,2014,14,37,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0460097313914822,1.7672262946348476,5.8415117328586454,36.0
557897,94068,9158,3,(B) without cards,Manufacturing,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Fabricated metal products,Basic metals,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,26,3,2014,12,10,Limited partnership,,45,60,40,0,0,Yes,15.0,1969,40,Yes,1969,17,No,No,No,,,Yes,3.0,2.0,5.0,,No,,No,,,The establishment does not use water for production,,,Yes,No,Yes,Major obstacle,Minor obstacle,Manufacturing of petroleum underground tank,2710,60,manufacturing of wheel barrow,20.0,Manufacturing of sack truck,20.0,200000,Two hundred thousand,3000000,100,0,0,,,,,No losses,No losses,0.0,100.0,Yes,21.0,DK,,500000.0,Five hundred,Steel sheet,-9.0,,Steel pipes,-9.0,,Paint,-9.0,,100.0,100.0,100.0,-7.0,Moderate obstacle,Minor obstacle,National,Too many to count,No,Yes,No obstacle,Yes,No,No,No,No,No,No,No,No,25.0,40.0,100,0,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,60,80,0,0,20,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Tend to disagree,1,Yes,2.0,DK,No,,DK,,No,,,No,,,Very Severe Obstacle,Very Severe Obstacle,Moderate obstacle,Minor obstacle,Major obstacle,Minor obstacle,16,25,10.0,6.0,10.0,0.0,0.0,2.0,,No full-time seasonal or temporary workers,,,12.0,12.0,60,No,,,No obstacle,Minor obstacle,Access to finance,Business licensing and permits,50000,50000.0,0.0,7200,0.0,0.0,,20000.0,1500000.0,1000000.0,1000000.0,1000000.0,17,Male,,,,,26,3,2014,13,10,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.3740887469134377,2.166788662593758,5.176040839716596,83.0
