idstd,id,recnumber,rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,GHAd1a1bx,GHAd1a2b,GHAd1a1cx,GHAd1a2c,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,GHAd12a,GHAd12ax,GHAd12b1x,GHAd12b2,GHAd12b2x,GHAd12c1x,GHAd12c2,GHAd12c2x,GHAd12d1x,GHAd12d2,GHAd12d2x,GHAd12ea,GHAd12eb,GHAd12ec,GHAd12ed,d30a,d30b,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,idquest,wstrict,wmedian,wweak,strata
557282,14,14,3,(A) with cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Plastics & rubber,Plastics & rubber,"Yes, screener and sample frame info match",Large >=100,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,10027,10000,12,2,2013,14,38,Limited partnership,,80,0,100,0,0,No,,1971,50,Yes,1971,42,No,Yes,Yes,5.0,No,Yes,40.0,3.0,7.0,,Yes,20.0,No,,,Yes,2.0,72.0,Yes,Yes,Yes,Very Severe Obstacle,Major obstacle,Manufacturing upvc/hdpe/pp,2520,80,Upvc,13.0,Hpde wall and ceiling,7.0,80785946,Eighty million seven hundred eighty-five thousand nine hundred forty-six,63688179,68,0,32,7.0,1.0,No losses,2000.0,1,No losses,3.0,97.0,Yes,10.0,60.0,,56000000.0,Fifty six million,Upvc and hpde raw materials,50000000.0,Fifty million,Tools and equipment,4000000.0,Four Million Ghana Cedis,Spare parts for machinery and equipments,2000000.0,Two Million,88.0,7.0,4.0,1.0,Moderate obstacle,Very Severe Obstacle,National,1.0,No,No,Moderate obstacle,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,65.0,168.0,95,5,0,Yes,30.0,No,,,,,,,Moderate obstacle,Yes,15.0,,Yes,1.0,,Major obstacle,0,30,95,1,0,0,4,Yes,1600000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Private commercial banks,2012.0,5000000.0,Yes,Yes,No,No,No,No,8000000.0,1.0,DK,Yes,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,No,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,Tend to agree,5,Yes,2.0,No,Yes,No payments,1.0,,Yes,2.0,No,Yes,3.0,No,Moderate obstacle,Minor obstacle,Minor obstacle,Major obstacle,Minor obstacle,Moderate obstacle,620,500,450.0,170.0,150.0,300.0,0.0,0.0,,156,20.0,12.0,12.0,16.0,80,Yes,10.0,40.0,Moderate obstacle,Major obstacle,Inadequately educated workforce,Business licensing and permits,5000000,5000000.0,500000.0,3000000,0.0,200000.0,,11000000.0,23000000.0,150000000.0,46000000.0,1.0,3,Male,,,,,12,2,2013,15,17,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,1046.0,1.574590499237713,2.7075348837209305,2.1769481751627717,9.0
557283,17,17,2,(A) with cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Wood,Wood,"Yes, screener and sample frame info match",Large >=100,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,10319,1,18,12,2012,12,3,Shareholding company with non-traded shares or shares traded privately,,40,60,40,0,0,Yes,40.0,1973,DK,Yes,1973,34,No,No,No,,,Yes,2.0,Less than one hour,5.0,,Yes,5.0,No,,,No,,,Yes,Yes,Yes,Very Severe Obstacle,No obstacle,Manufacturing wooden doors,2022,55,Loose furniture,40.0,Coffins,5.0,1140000,One million one hundred and forty thousand,1459000,97,3,0,,,,DK,No losses,No losses,80.0,20.0,No,,14.0,,308000.0,Three hundred and eight thousand,Timber,244000.0,Ttwo thousand and fourty four thousand,Spraying chemicals,4500000.0,Fourty Five Thousand Cedis,Fabrics,20000.0,Twenty Thousand Cedis,80.0,15.0,5.0,0.0,Minor obstacle,DK,Local,Too many to count,No,Yes,Minor obstacle,Yes,Yes,Yes,No,Yes,Yes,No,No,No,80.0,40.0,100,0,0,No,,,,,,,,,No obstacle,Yes,,32780.0,No,,,Moderate obstacle,DK,0,0,40,0,60,0,Yes,4000.0,DK,0.0,0.0,0.0,0.0,100.0,0.0,Yes,Yes,Yes,Private commercial banks,2012.0,500.0,Yes,Yes,Yes,Yes,Yes,No,12000000.0,2.0,700.0,No,Yes,,Application was approved,No,Moderate obstacle,No,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Tend to agree,No time was spent,Yes,5.0,No,Yes,No payments,No payments or gifts are paid,,No,,,No,,,Major obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,146,178,146.0,0.0,146.0,0.0,2.0,0.0,,No full-time seasonal or temporary workers,,,12.0,12.0,80,Yes,No employees in a category were trained,100.0,No obstacle,No obstacle,Access to finance,Access to land,827000,308000.0,38000.0,32780,0.0,0.0,,14000.0,DK,DK,1197000.0,0.0,3,Male,8.0,Male,,,18,12,2012,13,1,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with different managers/staff,0.0,58.0,1,1049.0,1.3593587043778816,1.869952149907981,6.436875539510065,21.0
557284,18,18,2,(B) without cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Plastics & rubber,Plastics & rubber,"Yes, screener and sample frame info match",Large >=100,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,10007,10000,12,12,2012,12,0,Limited partnership,,50,0,100,0,0,Yes,2.0,1991,50,Yes,1976,11,No,No,Yes,7.0,No,Yes,4.0,8.0,3.0,,Yes,3.0,No,,,Yes,30.0,24.0,Yes,Yes,Yes,Minor obstacle,Minor obstacle,Manufacturing plastics and rubbers,2520,100,Does not apply,,,,28500000,Twenty-eight million five hundred thousand,22300000,5,0,95,Less than one day,No losses,No losses,DK,No losses,No losses,3.0,97.0,Yes,21.0,60.0,,192000000.0,Nineteen million and two hundred thousand,Poly propylena,182000000.0,Eighteen million and two hundred thousand,"Pu chemicals,handles filas packaging materials",1000000.0,One Million Ghana Cedis,Does not apply,,,95.0,2.0,0.0,3.0,No obstacle,No obstacle,Local,4.0,No,DK,Minor obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,98.0,148.0,0,100,0,No,,,,,,,,,No obstacle,Yes,1.0,,No,,,No obstacle,100,5,100,0,0,0,0,Yes,1000000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Private commercial banks,2004.0,1000000.0,Yes,Yes,Yes,Yes,Yes,No,25000000.0,2.0,5700000.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,No obstacle,No,,,,,,,,,,Yes,No,No,No,No,No,Yes,Yes,Yes,No,DK,DK,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,Yes,2.0,No,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,350,320,260.0,90.0,67.0,193.0,0.0,5.0,,120,0.0,3.0,DK,No female production workers,DK,Yes,15.0,6.0,Minor obstacle,Minor obstacle,NA,Access to land,800000,1900000.0,240000.0,2000000,100000.0,50000.0,,200000.0,10000000.0,14000000.0,1000000.0,2000000.0,8,Male,11.0,Male,,,12,12,2012,13,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1.0,0.0,1,1036.0,1.574590499237713,2.7075348837209305,2.1769481751627717,9.0
557285,19,19,2,(A) with cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Chemicals,Chemicals,"Yes, screener and sample frame info match",Large >=100,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,10007,1000,11,2,2013,11,0,Shareholding company with shares trade in the stock market,,80,100,0,0,0,No,,1967,DK,No,1967,15,No,No,No,,,Yes,DK,,20.0,,Yes,20.0,No,,,No,,,Yes,Yes,Yes,Major obstacle,Major obstacle,Manufacturing drugs,2423,100,Does not apply,,,,42000000,Forty-two million,11000000,100,0,0,,,,,No losses,No losses,10.0,90.0,Yes,30.0,14.0,,14.0,One million and four hundred thousand,Aspirin,14.0,One million and four hundred thousand,Does not apply,,,,,,100.0,0.0,0.0,0.0,No obstacle,Major obstacle,National,6.0,No,No,Moderate obstacle,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,70.0,56.0,100,0,0,No,,,,,,,,,Moderate obstacle,Yes,,24000.0,No,,,No obstacle,85,90,50,50,0,0,0,No,,,,,,,,,Yes,Yes,Yes,Private commercial banks,DK,DK,Yes,Yes,Yes,Yes,No,No,2000000.0,1.0,2000000.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,No obstacle,No,,,,,,,,,,No,No,Yes,Yes,DK,DK,Yes,Yes,Yes,No,Tend to disagree,10,Yes,12.0,No,Yes,No payments,No payments or gifts are paid,,Yes,42.0,No,No,,,Major obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,80,80,40.0,40.0,20.0,20.0,20.0,10.0,,No full-time seasonal or temporary workers,,,14.0,14.0,100,Yes,10.0,No employees in a category were trained,No obstacle,No obstacle,NA,Access to land,1062417,592135.0,DK,DK,DK,DK,,DK,565795.0,1033018.0,565795.0,DK,15,Male,10.0,Male,,,11,2,2013,13,0,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with different managers/staff,2.0,0.0,1,1071.0,1.574590499237713,2.7075348837209305,2.1769481751627717,9.0
557286,21,21,2,(B) without cards,Other services,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10007,10000,17,12,2012,13,20,Limited partnership,,100,100,0,0,0,Yes,100.0,1975,DK,Yes,1975,20,Yes,DK,No,,,No,,,,,No,,No,,,,,,No,Yes,No,Minor obstacle,Major obstacle,Providing of accommodation,5510,100,,,,,DK,,91200000,100,0,0,,,,,DK,DK,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,DK,NA,No,,No,DK,No,Yes,No,No,Yes,,,100,0,0,No,,,,,,,,,No obstacle,Yes,,1200.0,No,,,No obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No obstacle,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,Tend to disagree,DK,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,NA,No obstacle,No obstacle,No obstacle,No obstacle,6,6,,,,,,,5.0,No full-time seasonal or temporary workers,,,,,80,Yes,,,No obstacle,No obstacle,Electricity,Access to land,9120,,,12000,,,,,,,,,5,Female,,,,,17,12,2012,14,45,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,3020.0,1.6909692670448784,2.5845778978600675,49.49641030911203,30.0
557287,23,23,2,(A) with cards,Other services,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,IT,IT,"Yes, screener and sample frame info match",Medium >=20 and <=99,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10319,10000,6,12,2012,16,5,Sole proprietorship,,100,100,0,0,0,No,,2005,15,Yes,2005,10,No,No,No,,,Yes,50.0,4.0,None,,Yes,5.0,No,,,,,,Yes,No,Yes,Minor obstacle,Minor obstacle,Providing of internet and business services,7290,60,,,,,DK,,DK,100,0,0,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,NA,No obstacle,,,,DK,DK,Yes,DK,No,DK,Yes,Yes,Yes,No,Yes,,,0,100,0,No,,,,,,,,,No obstacle,Yes,1.0,,Yes,,400.0,Moderate obstacle,0,10,100,0,0,0,0,Yes,40000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Other,,No,No obstacle,No,,,,,,,,,,No,No,No,No,Yes,No,No,Yes,No,Yes,Strongly agree,10,Yes,10.0,Yes,No,,No payments or gifts are paid,,No,,,Yes,14.0,No,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,24,22,,,,,,,1.0,3,2.0,8.0,,,100,Yes,,,No obstacle,No obstacle,Corruption,Access to land,142000,,,65000,,,,,,,,,10,Male,,,,,6,12,2012,17,8,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,2014.0,1.0,1.0,5.015416991454873,32.0
557288,24,101,3,(A) with cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,14,3,2013,10,0,Sole proprietorship,,100,100,0,0,0,Yes,100.0,2009,13,Yes,2008,5,Yes,No,No,,,Yes,DK,,60.0,,Yes,2.0,Yes,90.0,No,No,,,No,No,Yes,Very Severe Obstacle,No obstacle,Processing of beverages,1549,80,Fruit juice,20.0,Does not apply,,29000,twenty nine thousand cedis,18000,100,0,0,,,,,No losses,60,100.0,0.0,,,3.0,,-9.0,,Yoghurt,-9.0,,Friut juice,-9.0,,Does not apply,,,0.0,0.0,0.0,0.0,Major obstacle,Major obstacle,Local,Too many to count,No,Yes,Major obstacle,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,40.0,48.0,0,100,0,No,,,,,,,,,No obstacle,No,,,No,,,No obstacle,0,10,70,30,0,0,0,Yes,6000.0,1100.0,70.0,30.0,0.0,0.0,0.0,0.0,Yes,No,Yes,Other,2010.0,500.0,No,,,,,,,DK,DK,No,Yes,,Application was approved,Yes,Major obstacle,No,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DK,30,Yes,1.0,No,No,,DK,,No,,,Yes,Less than one day,No,Major obstacle,Major obstacle,No obstacle,Major obstacle,Major obstacle,DK,10,4,8.0,2.0,8.0,0.0,0.0,1.0,,No full-time seasonal or temporary workers,,,12.0,DK,100,No,,,Minor obstacle,Major obstacle,Access to finance,Business licensing and permits,10000,DK,2400.0,3000,0.0,4000.0,,DK,6000.0,1100.0,DK,250000.0,5,Male,,,,,14,3,2013,11,10,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0017770644785053,1.9790555917794668,6.755920934965891,1.0
557289,25,102,2,(B) without cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Food,"Publishing, printing, and Recorded media","No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10007,10003,21,6,2013,13,0,Sole proprietorship,,100,100,0,0,0,No,,2003,1,Yes,2003,10,No,No,No,,,No,,,,,No,,No,,,No,,,Yes,No,Yes,No obstacle,Major obstacle,Billboard advertising and branding,2222,100,Manufacturing of billboards,-9.0,,,DK,,DK,100,0,0,,,,,No losses,No losses,0.0,100.0,DK,,DK,,-9.0,,Paper,-9.0,,Ink,-9.0,,Does not apply,,,100.0,100.0,-7.0,-7.0,Moderate obstacle,No obstacle,DK,,DK,Yes,No obstacle,No,,Yes,Yes,Yes,No,Yes,No,Yes,50.0,40.0,0,100,0,No,,,,,,,,,Very Severe Obstacle,No,,,No,,,No obstacle,15,100,70,0,0,20,10,Yes,100000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,No,Very Severe Obstacle,No,,,,,,,,,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DK,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,Very Severe Obstacle,Very Severe Obstacle,No obstacle,Moderate obstacle,No obstacle,DK,8,1,7.0,1.0,7.0,0.0,DK,DK,,No full-time seasonal or temporary workers,,,DK,DK,DK,Yes,DK,DK,No obstacle,No obstacle,Access to finance,Access to land,10800,DK,DK,60,0.0,0.0,,DK,DK,DK,160000.0,DK,10,Male,,,,,21,6,2013,14,0,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0017770644785053,1.9790555917794668,6.755920934965891,1.0
557290,28,105,1,(A) with cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Small >=5 and <=19,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,14,3,2013,11,0,Sole proprietorship,,100,100,0,0,0,No,,1993,42,Yes,1993,20,No,No,No,,,Yes,6.0,6.0,15.0,,Yes,8.0,No,,,Yes,4.0,12.0,Yes,Yes,Yes,Major obstacle,Moderate obstacle,Manufacturing sachet water,1554,60,Sachet water,25.0,Dry gin,15.0,97900,Ninety seven thousand nine hundred,64200,100,0,0,,,,,No losses,2,100.0,0.0,,,14.0,,10900.0,Ten thousand nine hundred,Alcohol,6100.0,Six thousand one hundred,Ginger,4800.0,Four Thousand Eight Hundred Ghana Cedis,Does not apply,,,0.0,0.0,-7.0,-7.0,Major obstacle,No obstacle,National,Too many to count,No,Yes,Moderate obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,70.0,40.0,100,0,0,No,,,,,,,,,Major obstacle,Yes,1.0,,No,,,No obstacle,25,30,100,0,0,0,0,No,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Tend to agree,2,Yes,4.0,No,No,,DK,,No,,,No,,,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,76,62,69.0,7.0,57.0,12.0,10.0,2.0,,12,0.0,Less than one month,12.0,12.0,90,Yes,100.0,No employees in a category were trained,Major obstacle,Major obstacle,Access to finance,Access to finance,34600,10900.0,7100.0,4800,0.0,0.0,,800.0,102000.0,500000.0,98000.0,700000.0,2,Male,,,,,14,3,2013,12,5,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0017770644785053,1.9790555917794668,6.755920934965891,1.0
557291,29,106,2,(B) without cards,Other services,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Food,Hotel and restaurants: section H,"No, does not match",Small >=5 and <=19,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,10510,10002,14,3,2013,16,40,Shareholding company with non-traded shares or shares traded privately,,100,100,0,0,0,Yes,100.0,1990,4,Yes,1990,22,Yes,No,No,,,Yes,DK,,None,,Yes,20.0,No,,,,,,Yes,Yes,Yes,Moderate obstacle,Minor obstacle,Restaurant,5520,100,,,,,3000000,Three million,856000,100,0,0,,,,,No losses,7,,,,,,,,,,,,,,,,,,,,,,Major obstacle,NA,,,,Yes,Moderate obstacle,Yes,DK,Yes,Yes,Yes,Yes,Yes,No,Yes,,,0,100,0,No,,,,,,,,,Major obstacle,Yes,,2500.0,Yes,DK,,Minor obstacle,70,70,100,0,0,0,0,Yes,90000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Moderate obstacle,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,Strongly disagree,No time was spent,Yes,2.0,No,Yes,No payments,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,100,90,,,,,,,55.0,5,0.0,8.0,,,60,No,,,Major obstacle,Major obstacle,Access to land,Access to land,350000,,,840,,,,,,,,,5,Male,23.0,Female,,,14,3,2013,17,22,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with different managers/staff,0.0,32.0,0,,1.0017770644785053,1.9790555917794668,6.755920934965891,1.0
557292,30,107,2,(B) without cards,Manufacturing,Ghana,English,Accra,Tema,No,No,Over 250.000 to 1 million,Food,Food,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10398,10002,20,5,2013,14,5,Sole proprietorship,,100,100,0,0,0,Yes,100.0,2006,1,Yes,2006,7,Yes,No,No,,,No,,,,,No,,No,,,No,,,Yes,No,Yes,No obstacle,No obstacle,Manufacturing pago natural yoghurt,1554,100,Does not apply,,,,89000,Eighty nine thousand,DK,100,0,0,,,,,No losses,1,90.0,10.0,Yes,Less than one day,90.0,,-9.0,,Milk,-9.0,,Does not apply,,,,,,100.0,0.0,0.0,0.0,Major obstacle,No obstacle,National,Too many to count,No,No,No obstacle,No,,No,No,No,No,No,No,No,70.0,70.0,100,0,0,No,,,,,,,,,No obstacle,No,,,No,,,No obstacle,0,40,100,0,0,0,0,No,,,,,,,,,Yes,No,Yes,Non-bank financial institutions,2013.0,4000.0,No,,,,,,,1.0,-8.0,No,No,Other,,No,Very Severe Obstacle,No,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,No,No,No,NA,No time was spent,No,,,No,,DK,,No,,,No,,,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,7,4,3.0,4.0,1.0,2.0,2.0,1.0,,No full-time seasonal or temporary workers,,,15.0,15.0,85,No,,,No obstacle,No obstacle,Transport,Access to land,13800,65000.0,3600.0,360,DK,DK,,DK,DK,DK,500.0,DK,7,Female,,,,,20,5,2013,15,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0017770644785053,1.9790555917794668,6.755920934965891,1.0
557293,31,108,1,(B) without cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,Less than 50.000,Food,Food,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10319,10002,12,3,2013,12,1,Sole proprietorship,,100,100,0,0,0,DK,,2002,2,No,2009,10,No,No,Yes,7.0,Yes,Yes,10.0,4.0,DK,,Yes,60.0,No,,,DK,,,Yes,No,Yes,Major obstacle,No obstacle,Manufacturing sesame cakes,1541,80,Roasted sesame seeds,15.0,Tom brown,5.0,40000,Forty thousand,18000,100,0,0,,,,,NA,NA,95.0,5.0,Yes,14.0,5.0,,10000.0,Ten thousand,Sesame  seeds,4000.0,Four thousand,Maize,2000.0,Two Housand Ghana Cedis,Soya beans,4000.0,Four Thousand Ghana Cedis,1.0,0.0,0.0,0.0,Moderate obstacle,Major obstacle,Local,Too many to count,No,Yes,Very Severe Obstacle,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,80.0,45.0,100,0,0,No,,,,,,,,,Moderate obstacle,No,,,Yes,,1500.0,Minor obstacle,80,99,20,0,0,80,0,Yes,3000.0,5000.0,20.0,0.0,0.0,0.0,80.0,0.0,Yes,No,Yes,Non-bank financial institutions,2013.0,3000.0,No,,,,,,,1.0,3000.0,Yes,No,Application procedures were complex,,No,Very Severe Obstacle,Yes,Reduce costs of financial transactions,No,,No,,No,,No,,,,,,,,Yes,Yes,Yes,Yes,NA,No time was spent,Yes,12.0,No,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Major obstacle,Minor obstacle,Minor obstacle,NA,5,2,4.0,1.0,3.0,1.0,3.0,DK,,No full-time seasonal or temporary workers,,,7.0,6.0,3,Yes,50.0,50.0,Minor obstacle,Minor obstacle,Access to finance,Access to finance,1500,1200.0,400.0,120,1200.0,720.0,,600.0,DK,DK,10000.0,70000.0,10,Male,,,,,12,3,2013,13,11,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0017770644785053,1.9790555917794668,6.755920934965891,1.0
557294,32,1091,2,(A) with cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Medium & Large,Medium >=20 and <=99,Yes,6,HQ without production and/or sales in this location,NA,NA,Yes,10556,10002,24,4,2013,10,0,Limited partnership,,30,0,100,0,0,No,,1980,53,Yes,1980,20,No,Yes,Yes,343.0,Yes,Yes,20.0,10.0,1.0,,Yes,25.0,Yes,360.0,Yes,,,,Yes,Yes,Yes,Very Severe Obstacle,Very Severe Obstacle,Selling agricultural products,5239,100,,,,,400000000,Four hundred million,25000000,100,0,0,,,,,1,1,,,,,,360.0,,,,,,,,,,,,,,,,Very Severe Obstacle,Major obstacle,,,,Yes,Major obstacle,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,0,100,0,Yes,30.0,Yes,-9.0,,,0.0,100.0,0.0,No obstacle,Yes,1.0,,Yes,4.0,,Moderate obstacle,50,80,20,30,0,50,0,Yes,500000.0,6000000.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Private commercial banks,2013.0,4800000000.0,Yes,Yes,No,Yes,Yes,Yes,7200000000.0,1.0,40000000.0,No,Yes,,Application was approved,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,Strongly disagree,8,Yes,1.0,Yes,Yes,No payments,No payments or gifts are paid,,Yes,2.0,Yes,Yes,DK,Yes,No obstacle,No obstacle,Very Severe Obstacle,Minor obstacle,Minor obstacle,Very Severe Obstacle,47,45,,,,,,,6.0,No full-time seasonal or temporary workers,,,,,100,Yes,,,No obstacle,Very Severe Obstacle,Transport,Access to land,1000000,,,40000,,,20000000.0,,,,,,20,Male,,,,,24,4,2013,11,0,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0286046339984547,2.179470040443045,4.176666282979441,27.0
